candidate,capacitance_f,frequency_hz,gain_real,gain_imag
R75,2e-13,1631.1729092278408,-6.000000008289323,9.468582720393695e-05
R75,2e-13,1678.804018122563,-6.000000008207931,9.745070327492408e-05
R75,2e-13,1727.8259805078665,-6.0000000081217175,0.00010029631518470241
R75,2e-13,1778.279410038926,-6.000000008030394,0.00010322502046231818
R75,2e-13,1830.2061063110596,-6.000000007933659,0.00010623924547790788
R75,2e-13,1883.6490894898043,-6.000000007831194,0.00010934148745289442
R75,2e-13,1938.6526359522113,-6.000000007722658,0.00011253431652888125
R75,2e-13,1995.2623149688839,-6.0000000076076905,0.0001158203778969608
R75,2e-13,2053.5250264571505,-6.000000007485909,0.0001192023939891985
R75,2e-13,2113.4890398366515,-6.000000007356912,0.00012268316673411017
R75,2e-13,2175.2040340195276,-6.000000007220274,0.00012626557987799995
R75,2e-13,2238.721138568345,-6.000000007075535,0.00012995260137408233
R75,2e-13,2304.092976055851,-6.000000006922224,0.00013374728584136924
R75,2e-13,2371.373705661661,-6.000000006759825,0.00013765277709535564
R75,2e-13,2440.6190680419863,-6.000000006587808,0.0001416723107526046
R75,2e-13,2511.8864315095866,-6.000000006405593,0.00014580921691138618
R75,2e-13,2585.2348395621975,-6.000000006212585,0.00015006692291059302
R75,2e-13,2660.725059798817,-6.00000000600814,0.00015444895616921784
R75,2e-13,2738.4196342643686,-6.000000005791581,0.000158958947108744
R75,2e-13,2818.3829312644616,-6.000000005562187,0.00016360063216087345
R75,2e-13,2900.681198693162,-6.000000005319203,0.00016837785686308007
R75,2e-13,2985.3826189179686,-6.000000005061823,0.00017329457904455547
R75,2e-13,3072.557365267456,-6.000000004789189,0.0001783548721051855
R75,2e-13,3162.277660168389,-6.000000004500403,0.0001835629283902762
R75,2e-13,3254.617834980469,-6.0000000041945025,0.00018892306266382136
R75,2e-13,3349.6543915782872,-6.000000003870477,0.0001944397156831934
R75,2e-13,3447.466065731505,-6.000000003527251,0.00020011745787821403
R75,2e-13,3548.133892335766,-6.000000003163691,0.00020596099313765953
R75,2e-13,3651.741272548389,-6.000000002778577,0.0002119751627063311
R75,2e-13,3758.3740428844544,-6.000000002370656,0.0002181649491959235
R75,2e-13,3868.120546330535,-6.000000001938562,0.00022453548071301027
R75,2e-13,3981.0717055349864,-6.000000001480865,0.00023109203510757176
R75,2e-13,4097.32109813543,-6.000000000996048,0.0002378400443455802
R75,2e-13,4216.965034285838,-6.000000000482503,0.0002447850990092673
R75,2e-13,4340.102636447455,-5.999999999938528,0.00025193295292880115
R75,2e-13,4466.835921509648,-5.999999999362324,0.0002592895279492116
R75,2e-13,4597.2698853087395,-5.999999998751974,0.0002668609188365106
R75,2e-13,4731.512589614823,-5.99999999810546,0.0002746533983270758
R75,2e-13,4869.67525165865,-5.999999997420636,0.00028267342232447806
R75,2e-13,5011.872336272742,-5.999999996695237,0.0002909276352480569
R75,2e-13,5158.221650723077,-5.99999999592685,0.0002994228755376797
R75,2e-13,5308.8444423099045,-5.9999999951129395,0.00030816618131924235
R75,2e-13,5463.865498818564,-5.999999994250799,0.00031716479623560267
R75,2e-13,5623.413251903514,-5.999999993337572,0.000326426175447784
R75,2e-13,5787.61988349123,-5.999999992370235,0.0003359579918114123
R75,2e-13,5956.62143529013,-5.999999991345579,0.000345768142233515
R75,2e-13,6130.557921498234,-5.99999999026021,0.0003558647542149324
R75,2e-13,6309.57344480196,-5.999999989110528,0.0003662561925837781
R75,2e-13,6493.816315762142,-5.999999987892712,0.0003769510664255164
R75,2e-13,6683.439175686176,-5.999999986602749,0.00038795823621540616
R75,2e-13,6878.599123088107,-5.999999985236341,0.00039928682115920243
R75,2e-13,7079.457843841412,-5.9999999837889755,0.00041094620674822973
R75,2e-13,7286.181745132311,-5.999999982255848,0.00042294605253504814
R75,2e-13,7498.942093324594,-5.999999980631876,0.0004352963001361848
R75,2e-13,7717.915155850161,-5.999999978911678,0.00044800718146854526
R75,2e-13,7943.282347242854,-5.999999977089556,0.0004610892272263286
R75,2e-13,8175.23037943654,-5.999999975159461,0.00047455327560547785
R75,2e-13,8413.951416451991,-5.999999973115002,0.0004884104812828868
R75,2e-13,8659.643233600696,-5.999999970949403,0.0005026723246577987
R75,2e-13,8912.5093813375,-5.999999968655477,0.000517350621363066
R75,2e-13,9172.759353897844,-5.999999966225633,0.0005324575320541399
R75,2e-13,9440.608762859283,-5.999999963651813,0.000548005572483898
R75,2e-13,9716.279515771113,-5.9999999609254795,0.0005640076238716664
R75,2e-13,10000.000000000055,-5.999999958037606,0.0005804769435750259
R75,2e-13,10292.00527194434,-5.9999999549786045,0.0005974271760732249
R75,2e-13,10592.537251772948,-5.999999951738355,0.0006148723642713332
R75,2e-13,10901.844923851339,-5.99999994830611,0.0006328269611344607
R75,2e-13,11220.184543019699,-5.999999944670494,0.000651305841661715
R75,2e-13,11547.819846894648,-5.999999940819452,0.000670324315209797
R75,2e-13,11885.022274370254,-5.999999936740219,0.0006898981381764498
R75,2e-13,12232.071190499388,-5.999999932419277,0.0007100435270542761
R75,2e-13,12589.254117941748,-5.9999999278423095,0.0007307771718657229
R75,2e-13,12956.866975170273,-5.9999999229941245,0.0007521162499903712
R75,2e-13,13335.21432163332,-5.999999917858673,0.0007740784403960064
R75,2e-13,13724.609610075704,-5.9999999124189305,0.0007966819382852202
R75,2e-13,14125.37544622763,-5.999999906656865,0.0008199454701696965
R75,2e-13,14537.843856076708,-5.99999990055337,0.0008438883093846937
R75,2e-13,14962.356560944427,-5.999999894088215,0.0008685302920565367
R75,2e-13,15399.265260595015,-5.999999887239985,0.0008938918335363731
R75,2e-13,15848.931924611234,-5.999999879985969,0.000919993945313781
R75,2e-13,16311.729092278485,-5.999999872302129,0.0009468582524242928
R75,2e-13,16788.040181225708,-5.999999864162991,0.0009745070113651883
R75,2e-13,17278.259805078742,-5.999999855541579,0.0010029631285344617
R75,2e-13,17782.79410038934,-5.999999846409314,0.0010322501792081882
R75,2e-13,18302.061063110676,-5.999999836735931,0.0010623924270720467
R75,2e-13,18836.490894898125,-5.999999826489358,0.001093414844323165
R75,2e-13,19386.5263595222,-5.999999815635639,0.0011253431323589396
R75,2e-13,19952.623149688927,-5.9999998041388025,0.0011582037430699714
R75,2e-13,20535.250264571598,-5.999999791960735,0.0011920239007547587
R75,2e-13,21134.89039836661,-5.99999977906107,0.0012268316246743045
R75,2e-13,21752.040340195374,-5.999999765397043,0.0012626557522653155
R75,2e-13,22387.21138568355,-5.999999750923383,0.001299525963031238
R75,2e-13,23040.929760558614,-5.9999997355921,0.0013374728031308875
R75,2e-13,23713.737056616716,-5.999999719352389,0.0013765277106851028
R75,2e-13,24406.19068041997,-5.999999702150398,0.0014167230418223075
R75,2e-13,25118.864315095976,-5.999999683929143,0.0014580920974846681
R75,2e-13,25852.348395622088,-5.999999664628205,0.0015006691510168941
R75,2e-13,26607.250597988284,-5.999999644183618,0.0015444894765607232
R75,2e-13,27384.19634264381,-5.9999996225276,0.0015895893782784444
R75,2e-13,28183.829312644742,-5.999999599588393,0.001636006220429808
R75,2e-13,29006.81198693175,-5.999999575289947,0.0016837784583271028
R75,2e-13,29853.826189179817,-5.999999549551732,0.0017329456701941728
R75,2e-13,30725.573652674695,-5.9999995222884355,0.0017835485899556664
R75,2e-13,31622.77660168403,-5.999999493409684,0.0018356291409837304
R75,2e-13,32546.17834980483,-5.999999462819762,0.0018892304708301054
R75,2e-13,33496.54391578302,-5.99999943041727,0.0019443969869723469
R75,2e-13,34474.6606573152,-5.999999396094809,0.002001174393603853
R75,2e-13,35481.33892335782,-5.9999993597386085,0.002059609729498098
R75,2e-13,36517.41272548406,-5.9999993212281755,0.0021197514069785095
R75,2e-13,37583.740428844714,-5.999999280435862,0.0021816492520261997
R75,2e-13,38681.20546330552,-5.999999237226442,0.002245354545558826
R75,2e-13,39810.71705535004,-5.9999991914567055,0.0023109200659147673
R75,2e-13,40973.210981354474,-5.999999142974948,0.00237840013257776
R75,2e-13,42169.650342858564,-5.999999091620465,0.002447850651178256
R75,2e-13,43401.02636447473,-5.999999037223034,0.0025193291598087676
R75,2e-13,44668.35921509667,-5.999998979602355,0.002592894876691576
R75,2e-13,45972.69885308759,-5.999998918567438,0.0026686087492382047
R75,2e-13,47315.125896148435,-5.999998853915976,0.0027465335045414245
R75,2e-13,48696.75251658671,-5.99999878543368,0.002826733701341496
R75,2e-13,50118.723362727644,-5.999998712893551,0.0029092757835097027
R75,2e-13,51582.216507230994,-5.9999986360551505,0.0029942281350935906
R75,2e-13,53088.44442309928,-5.9999985546637955,0.0030816611369693034
R75,2e-13,54638.65498818588,-5.999998468448358,0.0031716472251472924
R75,2e-13,56234.13251903538,-5.9999983771257535,0.0032642609507843663
R75,2e-13,57876.19883491255,-5.999998280391949,0.003359579041940024
R75,2e-13,59566.21435290155,-5.999998177926314,0.0034576804671438035
R75,2e-13,61305.579214982594,-5.9999980693892,0.003558646500814585
R75,2e-13,63095.734448019866,-5.99999795442087,0.0036625607905908714
R75,2e-13,64938.16315762169,-5.999997832640241,0.0037695094266266727
R75,2e-13,66834.39175686204,-5.999997703643662,0.0038795810129107528
R75,2e-13,68785.99123088135,-5.999997567003557,0.003992866740667987
R75,2e-13,70794.5784384144,-5.999997422267029,0.004109460463903818
R75,2e-13,72861.81745132341,-5.9999972689543295,0.004229458777154199
R75,2e-13,74989.42093324625,-5.999997106557279,0.004352961095505477
R75,2e-13,77179.15155850194,-5.999996934537616,0.004480069736950504
R75,2e-13,79432.82347242888,-5.999996752325156,0.004610890007148998
R75,2e-13,81752.30379436575,-5.999996559315937,0.004745530286662447
R75,2e-13,84139.5141645203,-5.999996354870216,0.00488410212073579
R75,2e-13,86596.43233600735,-5.999996138310342,0.005026720311700034
R75,2e-13,89125.0938133754,-5.999995908918494,0.005173503014072413
R75,2e-13,91727.59353897884,-5.999995665934355,0.00532457183243283
R75,2e-13,94406.08762859325,-5.999995408539186,0.005480051922143917
R75,2e-13,97162.79515771156,-5.9999951359065395,0.005640072093078563
R75,2e-13,100000.00000000097,-5.9999948471194,0.005804764916240995
R75,2e-13,102920.05271944383,-5.999994541220595,0.005974266833634544
R75,2e-13,105925.37251772993,-5.99999421719616,0.0061487182712690585
R75,2e-13,109018.44923851384,-5.999993873972116,0.00632826375548067
R75,2e-13,112201.84543019746,-5.999993510410806,0.006513052032646485
R75,2e-13,115478.19846894697,-5.9999931253071725,0.006703236192393613
R75,2e-13,118850.22274370304,-5.999992717384769,0.0068989737944043185
R75,2e-13,122320.71190499439,-5.9999922852914995,0.007100426998922038
R75,2e-13,125892.541179418,-5.999991827595156,0.007307762701066377
R75,2e-13,129568.66975170327,-5.999991342778662,0.007521152669067932
R75,2e-13,133352.1432163338,-5.999990829235061,0.007740773686537432
R75,2e-13,137246.09610075763,-5.999990285262182,0.007966807698886476
R75,2e-13,141253.7544622769,-5.9999897090543115,0.008199441964017118
R75,2e-13,145378.4385607677,-5.999989098706919,0.008438869207428819
R75,2e-13,149623.56560944492,-5.999988452194283,0.008685287781810812
R75,2e-13,153992.65260595083,-5.999987767373516,0.008938901831331692
R75,2e-13,158489.31924611304,-5.9999870419747126,0.009199921460701747
R75,2e-13,163117.29092278559,-5.999986273588173,0.00946856290916296
R75,2e-13,167880.40181225786,-5.999985459677711,0.009745048729600954
R75,2e-13,172782.59805078822,-5.99998459754024,0.010029607972789453
R75,2e-13,177827.94100389423,-5.999983684310159,0.01032247637708669
R75,2e-13,183020.61063110761,-5.999982716976537,0.010623896563694453
R75,2e-13,188364.90894898213,-5.999981692325104,0.010934118237469943
R75,2e-13,193865.26359522287,-5.999980606958282,0.011253398393742871
R75,2e-13,199526.23149689016,-5.999979457279895,0.011582001531099213
R75,2e-13,205352.5026457169,-5.999978239480628,0.01192019987037143
R75,2e-13,211348.90398366703,-5.999976949520041,0.012268273580007382
R75,2e-13,217520.4034019547,-5.999975583127847,0.012626511008054219
R75,2e-13,223872.11385683648,-5.999974135764465,0.012995208920815206
R75,2e-13,230409.29760558717,-5.9999726026458955,0.01337467274861426
R75,2e-13,237137.37056616822,-5.99997097868661,0.013765216838533208
R75,2e-13,244061.90680420081,-5.999969258499968,0.014167164714651907
R75,2e-13,251188.64315096088,-5.999967436391077,0.014580849345860444
R75,2e-13,258523.48395622204,-5.999965506305883,0.015006613421361111
R75,2e-13,266072.505979884,-5.999963461868468,0.015444809634436982
R75,2e-13,273841.96342643927,-5.9999612962918984,0.015895800974144385
R75,2e-13,281838.29312644864,-5.999959002393074,0.016359961025788534
R75,2e-13,290068.11986931873,-5.999956572579588,0.01683767428008241
R75,2e-13,298538.26189179946,-5.999953998780559,0.01732933645113801
R75,2e-13,307255.7365267483,-5.999951272487892,0.017835354804060954
R75,2e-13,316227.7660168417,-5.999948384650778,0.018356148491622218
R75,2e-13,325461.7834980498,-5.999945325698957,0.018892148901142203
R75,2e-13,334965.4391578317,-5.999942085503068,0.019443800011274427
R75,2e-13,344746.6065731536,-5.999938653314403,0.02001155875909491
R75,2e-13,354813.3892335798,-5.999935017751889,0.020595895418037916
R75,2e-13,365174.1272548422,-5.999931166785827,0.021197293986827757
R75,2e-13,375837.4042884488,-5.999927087628582,0.021816252589362973
R75,2e-13,386812.054633057,-5.99992276678428,0.022453283886845987
R75,2e-13,398107.1705535022,-5.999918189906696,0.02310891550113528
R75,2e-13,409732.10981354665,-5.999913341845089,0.023783690451165504
R75,2e-13,421696.5034285876,-5.999908206523358,0.024478167601358146
R75,2e-13,434010.26364474936,-5.9999027669306875,0.02519292212353019
R75,2e-13,446683.59215096885,-5.9998970050265585,0.025928545971838243
R75,2e-13,459726.9885308781,-5.9998909017210025,0.02668564837185457
R75,2e-13,473151.2589614866,-5.999884436777971,0.027464856323477036
R75,2e-13,486967.5251658694,-5.999877588780322,0.028266815118725887
R75,2e-13,501187.23362727877,-5.999870335030828,0.029092188874238797
R75,2e-13,515822.16507231235,-5.999862651486326,0.029941661079363933
R75,2e-13,530884.4442309953,-5.999854512680739,0.030815935160078377
R75,2e-13,546386.5498818613,-5.999845891639352,0.03171573505919129
R75,2e-13,562341.3251903565,-5.999836759801458,0.032641805833392074
R75,2e-13,578761.9883491283,-5.999827086892406,0.03359491426727187
R75,2e-13,595662.1435290184,-5.999816840857974,0.0345758495054684
R75,2e-13,613055.7921498289,-5.99980598774221,0.0355854237027415
R75,2e-13,630957.3444802017,-5.99979449157358,0.03662447269286712
R75,2e-13,649381.63157622,-5.99978231426719,0.037693856676948266
R75,2e-13,668343.9175686237,-5.999769415454635,0.03879446093108593
R75,2e-13,687859.9123088169,-5.999755752390258,0.03992719653496281
R75,2e-13,707945.7843841475,-5.999741279808318,0.04109300112108193
R75,2e-13,728618.1745132377,-5.999725949734363,0.04229283964521005
R75,2e-13,749894.2093324661,-5.999709711379682,0.04352770517959291
R75,2e-13,771791.5155850231,-5.9996925109251835,0.04479861972810732
R75,2e-13,794328.2347242925,-5.999674291377786,0.046106635065362715
R75,2e-13,817523.0379436614,-5.999654992363124,0.047452833599343686
R75,2e-13,841395.141645207,-5.99963454993361,0.04883832925886808
R75,2e-13,865964.3233600776,-5.9996128963567275,0.050264268406254954
R75,2e-13,891250.9381337581,-5.999589959870846,0.05173183077575385
R75,2e-13,917275.9353897927,-5.999565664498334,0.05324223043927677
R75,2e-13,944060.8762859369,-5.999539929715441,0.054796716798269585
R75,2e-13,971627.9515771201,-5.9995126702737815,0.056396575605252235
R75,2e-13,1000000.0000000144,-5.999483795858258,0.05804313001275436
R75,2e-13,1029200.527194443,-5.999453210796181,0.059737741652458744
R75,2e-13,1059253.7251773044,-5.999420813771455,0.06148181174495085
R75,2e-13,1090184.4923851436,-5.999386497446641,0.06327678223979054
R75,2e-13,1122018.4543019799,-5.9993501481373475,0.06512413698827303
R75,2e-13,1154781.984689475,-5.999311645434854,0.06702540294858486
R75,2e-13,1188502.2274370359,-5.999270861793238,0.06898215142432369
R75,2e-13,1223207.1190499496,-5.999227662115672,0.07099599933764827
R75,2e-13,1258925.4117941859,-5.9991819033117695,0.07306861053759486
R75,2e-13,1295686.6975170388,-5.999133433829932,0.07520169714447962
R75,2e-13,1333521.432163344,-5.999082093119143,0.07739702093062337
R75,2e-13,1372460.9610075825,-5.999027711147743,0.0796563947400347
R75,2e-13,1412537.5446227754,-5.998970107821731,0.08198168394583116
R75,2e-13,1453784.3856076836,-5.998909092385826,0.08437480794739222
R75,2e-13,1496235.6560944559,-5.998844462786856,0.08683774170788038
R75,2e-13,1539926.526059515,-5.99877600501725,0.08937251733332627
R75,2e-13,1584893.1924611374,-5.998703492413983,0.09198122569383832
R75,2e-13,1631172.909227863,-5.998626684917185,0.0946660180879145
R75,2e-13,1678804.0181225857,-5.998545328231364,0.09742910794975682
R75,2e-13,1727825.9805078898,-5.998459153045367,0.10027277260318418
R75,2e-13,1778279.41003895,-5.99836787410692,0.10319935505955866
R75,2e-13,1830206.106311084,-5.998271189312998,0.10621126586341029
R75,2e-13,1883649.0894898295,-5.998168778672892,0.10931098498402249
R75,2e-13,1938652.6359522373,-5.998060303284735,0.11250106375645798
R75,2e-13,1995262.3149689105,-5.997945404204811,0.115784126870586
R75,2e-13,2053525.026457178,-5.9978237012886115,0.11916287441045395
R75,2e-13,2113489.0398366796,-5.9976947919253325,0.12264008394317491
R75,2e-13,2175204.0340195564,-5.997558249674979,0.12621861265810624
R75,2e-13,2238721.1385683743,-5.997413622970375,0.12990139956076022
R75,2e-13,2304092.9760558815,-5.997260433492076,0.1336914677131219
R75,2e-13,2371373.705661692,-5.9970981747160845,0.13759192653238853
R75,2e-13,2440619.0680420185,-5.996926310199193,0.14160597413858278
R75,2e-13,2511886.4315096196,-5.996744271843154,0.14573689975705093
R75,2e-13,2585234.8395622317,-5.9965514579681685,0.1499880861718848
R75,2e-13,2660725.059798852,-5.996347231449515,0.1543630122371917
R75,2e-13,2738419.6342644054,-5.996130917520849,0.1588652554356949
R75,2e-13,2818382.931264499,-5.995901801662551,0.16349849449594456
R75,2e-13,2900681.1986932005,-5.995659127165788,0.16826651205649923
R75,2e-13,2985382.618918008,-5.995402092766061,0.1731731973880715
R75,2e-13,3072557.365267497,-5.995129849961471,0.17822254916176256
R75,2e-13,3162277.6601684312,-5.994841500235377,0.18341867826895933
R75,2e-13,3254617.8349805125,-5.994536092198823,0.18876581069279225
R75,2e-13,3349654.391578332,-5.994212618426665,0.19426829042240434
R75,2e-13,3447466.065731551,-5.993870012216219,0.19993058241597852
R75,2e-13,3548133.8923358135,-5.993507144108041,0.20575727560533819
R75,2e-13,3651741.272548438,-5.993122818230082,0.21175308594198583
R75,2e-13,3758374.042884505,-5.992715768447587,0.2179228594814896
R75,2e-13,3868120.546330587,-5.992284654209932,0.22427157549890808
R75,2e-13,3981071.70553504,-5.991828056309634,0.23080434964029076
R75,2e-13,4097321.0981354844,-5.991344472197538,0.23752643709201063
R75,2e-13,4216965.034285894,-5.99083231125836,0.24444323577991986
R75,2e-13,4340102.636447512,-5.990289889598714,0.25156028957446375
R75,2e-13,4466835.921509706,-5.989715424745357,0.2588832915130123
R75,2e-13,4597269.885308799,-5.989107029844113,0.2664180870147092
R75,2e-13,4731512.589614885,-5.988462707693332,0.27417067709552606
R75,2e-13,4869675.251658713,-5.987780344380475,0.2821472215648753
R75,2e-13,5011872.336272808,-5.987057702524151,0.29035404219420663
R75,2e-13,5158221.650723144,-5.986292414213484,0.2987976258520667
R75,2e-13,5308844.442309974,-5.985481973500238,0.30748462758689715
R75,2e-13,5463865.498818635,-5.98462372849827,0.31642187364762364
R75,2e-13,5623413.251903587,-5.983714873042591,0.3256163644254988
R75,2e-13,5787619.883491306,-5.9827524379208095,0.33507527730253994
R75,2e-13,5956621.435290207,-5.981733281544077,0.34480596938148417
R75,2e-13,6130557.921498313,-5.980654080240153,0.35481598008944565
R75,2e-13,6309573.444802041,-5.979511317879835,0.36511303361678077
R75,2e-13,6493816.315762226,-5.97830127507087,0.3757050411828281
R75,2e-13,6683439.175686263,-5.9770200176997585,0.3866001030895135
R75,2e-13,6878599.123088196,-5.975663384885223,0.3978065105390633
R75,2e-13,7079457.843841503,-5.974226976358701,0.4093327471871543
R75,2e-13,7286181.745132405,-5.972706139034674,0.4211874903810423
R75,2e-13,7498942.093324691,-5.971095953121823,0.4333796120723913
R75,2e-13,7717915.155850261,-5.969391217293091,0.44591817932937394
R75,2e-13,7943282.347242957,-5.967586433243552,0.4588124544292902
R75,2e-13,8175230.379436647,-5.965675789450856,0.47207189447082765
R75,2e-13,8413951.416452102,-5.9636531441090375,0.4857061504518321
R75,2e-13,8659643.23360081,-5.961512007246915,0.4997250657575639
R75,2e-13,8912509.381337617,-5.95924552197071,0.5141386739934014
R75,2e-13,9172759.353897963,-5.956846444861724,0.5289571960989092
R75,2e-13,9440608.762859406,-5.954307125396475,0.5441910366592589
R75,2e-13,9716279.51577124,-5.951619484506874,0.5598507793474133
R75,2e-13,10000000.000000184,-5.94877499207735,0.575947181393012
R75,2e-13,10292005.271944473,-5.945764643547787,0.5924911670034338
R75,2e-13,10592537.251773085,-5.942578935488623,0.6094938196254629
R75,2e-13,10901844.923851479,-5.939207840118789,0.6269663729373818
R75,2e-13,11220184.543019842,-5.935640778848438,0.6449202004656924
R75,2e-13,11547819.846894797,-5.9318665947489855,0.6633668036921139
R75,2e-13,11885022.274370406,-5.927873523992988,0.6823177985223275
R75,2e-13,12232071.190499544,-5.923649166306952,0.7017848999791739
R75,2e-13,12589254.117941909,-5.9191804543041036,0.7217799049500363
R75,2e-13,12956866.97517044,-5.914453621944288,0.7423146728552695
R75,2e-13,13335214.321633492,-5.909454171945821,0.7634011040398434
R75,2e-13,13724609.61007588,-5.90416684224287,0.7850511157113474
R75,2e-13,14125375.446227811,-5.8985755717201265,0.807276615257458
R75,2e-13,14537843.856076894,-5.892663464957387,0.8300894706917975
R75,2e-13,14962356.560944619,-5.886412756395453,0.8535014780608118
R75,2e-13,15399265.260595214,-5.879804773873489,0.8775243255666754
R75,2e-13,15848931.924611438,-5.8728199015914955,0.9021695541598622
R75,2e-13,16311729.092278697,-5.865437542822725,0.9274485143861559
R75,2e-13,16788040.181225926,-5.857636082438843,0.9533723192195128
R75,2e-13,17278259.80507897,-5.84939284944295,0.9799517926196404
R75,2e-13,17782794.100389574,-5.840684079741161,1.0071974135474207
R75,2e-13,18302061.063110918,-5.831484879507037,1.0351192551841182
R75,2e-13,18836490.894898374,-5.821769189286456,1.0637269190525398
R75,2e-13,19386526.359522454,-5.811509749287717,1.0930294637845146
R75,2e-13,19952623.14968919,-5.800678066268793,1.1230353282701084
R75,2e-13,20535250.264571868,-5.7892443822798025,1.153752248887526
R75,2e-13,21134890.398366887,-5.777177645941226,1.1851871705985593
R75,2e-13,21752040.34019566,-5.764445486651835,1.2173461516401898
R75,2e-13,22387211.385683842,-5.751014192387058,1.250234261606579
R75,2e-13,23040929.760558918,-5.736848691689596,1.2838554727167506
R75,2e-13,23713737.05661703,-5.721912540534749,1.3182125440991188
R75,2e-13,24406190.680420294,-5.70616791498466,1.353306899007575
R75,2e-13,25118864.315096308,-5.6895756102284745,1.3891384948394119
R75,2e-13,25852348.39562243,-5.6720950471752545,1.4257056860105632
R75,2e-13,26607250.597988635,-5.653684287349034,1.4630050796923304
R75,2e-13,27384196.34264417,-5.634300057281462,1.5010313845946257
R75,2e-13,28183829.31264511,-5.613897783415352,1.5397772530122293
R75,2e-13,29006811.98693213,-5.592431638702747,1.5792331164888376
R75,2e-13,29853826.189180207,-5.569854602122787,1.619387015575382
R75,2e-13,30725573.652675096,-5.546118532354579,1.6602244242873847
R75,2e-13,31622776.601684444,-5.521174256981629,1.7017280700552753
R75,2e-13,32546178.34980526,-5.494971678377302,1.7438777500515457
R75,2e-13,33496543.915783457,-5.467459897890469,1.7866501451195471
R75,2e-13,34474660.65731565,-5.438587359288197,1.830018632513591
R75,2e-13,35481338.92335828,-5.4083020130211965,1.873953099094537
R75,2e-13,36517412.72548453,-5.376551502500904,1.9184197567557524
R75,2e-13,37583740.4288452,-5.3432833733289975,1.963380962030489
R75,2e-13,38681205.463306025,-5.308445306752934,2.0087950422572707
R75,2e-13,39810717.05535056,-5.271985377988961,2.0546161307584927
R75,2e-13,40973210.98135501,-5.233852340169302,2.1007940138670107
R75,2e-13,42169650.34285911,-5.193995934279665,2.147273992834347
R75,2e-13,43401026.3644753,-5.1523672251309165,2.193996763880789
R75,2e-13,44668359.21509726,-5.108918963213576,2.2408983199385415
R75,2e-13,45972698.8530882,-5.0636059716128905,2.2879098777093096
R75,2e-13,47315125.89614906,-5.0163855570588565,2.33495783397671
R75,2e-13,48696752.516587354,-4.967217943334262,2.381963755060318
R75,2e-13,50118723.362728305,-4.916066724978553,2.4288444034771555
R75,2e-13,51582216.507231675,-4.862899338372088,2.475511805725069
R75,2e-13,53088444.42309998,-4.807687547016498,2.5218733651958227
R75,2e-13,54638654.988186605,-4.750407936682518,2.567832023768843
R75,2e-13,56234132.51903613,-4.691042415894686,2.6132864755968774
R75,2e-13,57876198.83491332,-4.629578716253241,2.658131436025392
R75,2e-13,59566214.352902345,-4.566010886511403,2.702257968094639
R75,2e-13,61305579.21498341,-4.50033977379801,2.7455538684793748
R75,2e-13,63095734.44802071,-4.4325734847035445,2.78790411387451
R75,2e-13,64938163.15762256,-4.362727818524695,2.8291913679644543
R75,2e-13,66834391.75686294,-4.290826664679346,2.8692965481612696
R75,2e-13,68785991.23088229,-4.216902355905463,2.9080994500633803
R75,2e-13,70794578.43841536,-4.140995969002442,2.945479426542982
R75,2e-13,72861817.45132439,-4.063157564815827,2.981316116993201
R75,2e-13,74989420.93324725,-3.9834463595476497,3.0154902210241206
R75,2e-13,77179151.55850297,-3.90193081999784,3.047884309607713
R75,2e-13,79432823.47242993,-3.818688676132704,3.0783836654616703
R75,2e-13,81752303.79436684,-3.7338068451860558,3.1068771431480577
R75,2e-13,84139514.1645214,-3.647381262905349,3.133258038499119
R75,2e-13,86596432.33600849,-3.559516618733908,3.1574249559042586
R75,2e-13,89125093.81337658,-3.470325993441057,3.1792826614391574
R75,2e-13,91727593.53898005,-3.3799303993332352,3.1987429092820574
R75,2e-13,94406087.6285945,-3.2884582249832346,3.2157252286540894
R75,2e-13,97162795.15771285,-3.1960445883630126,3.2301576587019825
R75,2e-13,100000000.0000023,-3.102830604178576,3.241977419205215
R75,2e-13,102920052.71944518,-3.0089625728018228,3.2511315054421903
R75,2e-13,105925372.51773132,-2.9145911002465352,3.2575771969571
R75,2e-13,109018449.23851527,-2.8198701599812304,3.2612824710543897
R75,2e-13,112201845.43019894,-2.724956108756224,3.262226313466357
R75,2e-13,115478198.4689485,-2.6300066697636977,3.260398920523125
R75,2e-13,118850222.7437046,-2.53517989714405,3.255801789012838
R75,2e-13,122320711.90499601,-2.4406331363883846,3.2484476921265246
R75,2e-13,125892541.17941967,-2.346521995186412,3.2383605418659367
R75,2e-13,129568669.75170499,-2.252999339123262,3.225575140566056
R75,2e-13,133352143.21633555,-2.1602143259758435,3.2101368261389442
R75,2e-13,137246096.10075945,-2.0683114914066483,3.192101017461905
R75,2e-13,141253754.46227878,-1.9774298978214768,3.1715326683498177
R75,2e-13,145378438.56076965,-1.887702356496999,3.1485056396420137
R75,2e-13,149623565.6094469,-1.7992547316001284,3.1231020004085304
R75,2e-13,153992652.6059529,-1.7122053329088938,3.0954112701444876
R75,2e-13,158489319.24611515,-1.6266644021184253,3.0655296142701287
R75,2e-13,163117290.92278776,-1.5427336958399407,3.0335590057849044
R75,2e-13,167880401.8122601,-1.4605061664267258,2.9996063656385603
R75,2e-13,172782598.05079052,-1.3800657400857341,2.963782694321859
R75,2e-13,177827941.0038966,-1.3014871899996843,2.9262022064178637
