candidate,index,condition,numerical_usable,terminal_supported,out_v,error_v,gain,band_min_magnitude,band_max_magnitude,bandwidth_hz,current_a,power_w,dc_ac_current_pass,sine_thd_fraction,sine_gain,sine_stationary,sine_min_v,sine_max_v,all_assessed_pass,forecast_v,realization_sha256,attempt_sha256
R37,1112,supply_097,True,True,0.4795411838313608,-0.020458816168639204,-5.930231490478021,5.930072139469773,5.930231506620682,13638703.727517964,3.678442025230617e-05,3.567948099042447e-05,True,,,,,,True,0.47959884159523336,6457de5a2f644a1915d5f5b2cc6f161c099c4d161239879febabe3925faee4ef,944f517803018ee70adde7d8f4bcf89ba93bdc2298e6373305d6cb4b2343f917
R37,1113,nominal,True,True,0.49235705531089446,-0.007642944689105535,-6.084045449561582,6.083882094142441,6.084045466110605,13644095.354279034,3.807323297659821e-05,3.807169151838166e-05,True,,,,,,True,0.49287191877124076,e91e77cd3e44c5a5463c838e26bc09b11a341e523c523a2fbadc4a6b7bc9d4cc,2977e85202053dc3963fcf56e4f72db0ab1a728d30e6a962f251a8ce7a10d667
R37,1113,supply_097,True,True,0.4663574787851177,-0.033642521214882315,-6.0755780927593825,6.075415027545506,6.07557810927993,13646736.372179309,3.7773224657729546e-05,3.663856978466143e-05,False,,,,,,False,0.4668576563665197,e91e77cd3e44c5a5463c838e26bc09b11a341e523c523a2fbadc4a6b7bc9d4cc,9a68aa42f6cdf18c24f099a10024fd76b65b8efa37bf12f469bc573c62ed70fc
R37,1114,nominal,True,True,0.4701705199497055,-0.02982948005029451,-6.328042750024857,6.3278731745569665,6.328042767206774,13657469.62580144,3.9737264965431834e-05,3.973563341902876e-05,False,,,,,,False,0.4714412293979111,3096f7314358d412ea9866c60c85e7abd621af1c37e8e61a3a3a9559933461db,bd9d87b13209d5ad2f53a8b900ee95f1c7d1a4277be73827959fad4861ad7375
R37,1114,supply_097,True,True,0.4442032764518,-0.05579672354819998,-6.3184801432869255,6.318310922247381,6.318480160433884,13661450.306931488,3.943483122311546e-05,3.825024330332862e-05,False,,,,,,False,0.44542696699319007,3096f7314358d412ea9866c60c85e7abd621af1c37e8e61a3a3a9559933461db,93762238905cf33fd51305dd59b2f46482599b7482576103b04fef7587023c00
R37,1115,nominal,True,True,0.5268452902788476,0.026845290278847633,-5.688665434292914,5.688512274378464,5.688665449804601,13625293.250241607,3.5486538322075e-05,3.5485143501913596e-05,False,,,,,,False,0.5284596402315674,bc0841b786a8529dacabb8bf8ce17d375e4a35e472b6fef0db61a3b88e742d38,f0711dea658e540852bbbaab454bad50d03600bfd186d74a3ab7e951c55cd21d
R37,1115,supply_097,True,True,0.5007998098681616,0.0007998098681616383,-5.681467113939474,5.6813141762446175,5.681467129429522,13626563.648891278,3.5189973792200974e-05,3.4132954434734626e-05,True,,,,,,True,0.5024453778268464,bc0841b786a8529dacabb8bf8ce17d375e4a35e472b6fef0db61a3b88e742d38,6bdbf00bdd73dcb58e297c7cec595082b6b25328ff04503d45aab6a40df062b7
R37,1116,nominal,True,True,0.511771349397842,0.011771349397841968,-5.863793243192481,5.863635551086555,5.863793259165737,13633218.016419642,3.6617129284509387e-05,3.661566392233711e-05,True,,,,,,True,0.5119448528446984,ec41289d60abdce946d640ba3b6e22aa89030a81737f0180a7208dbdccf5dab9,f6684daa78bd4783db2e969144d101dfceb155788e947e8303938a6c779b628d
R37,1116,supply_097,True,True,0.48574529211678374,-0.014254707883216255,-5.856095248614659,5.855937804494719,5.85609526456369,13634998.627045752,3.631910754335295e-05,3.52281477824187e-05,True,,,,,,True,0.48593059043997733,ec41289d60abdce946d640ba3b6e22aa89030a81737f0180a7208dbdccf5dab9,477dd44aec25e29124f9fbe5960288ba0bc6158144227ba69faa4b0be2cc5bda
R37,1117,nominal,True,True,0.508251532800553,0.008251532800553019,-5.9041259949165585,5.903967263419998,5.904126010995237,13635168.278778583,3.688111633346735e-05,3.687963988731882e-05,True,,,,,,True,0.5087320501323567,852d71521c203a9d1ff1836c6b2f5c4dfa11ad2309efa8616b4b944e0fd15754,1eb2f06d8368b31dda2927c8acc210f47e50ef6e91071ce76511c12c86a08522
R37,1117,supply_097,True,True,0.48223021904437036,-0.017769780955629644,-5.896297247519481,5.896138770958263,5.896297263573237,13637088.605685199,3.658273872527959e-05,3.54838596164371e-05,True,,,,,,True,0.4827177877276356,852d71521c203a9d1ff1836c6b2f5c4dfa11ad2309efa8616b4b944e0fd15754,4a844a98b20a3ba7bfee986d32767ed135e98eb1a6c5351d2de71a95c5da01a1
R37,1118,nominal,True,True,0.5025116285024724,0.0025116285024724405,-5.975774133290328,5.9756135522025735,5.975774149556694,13638434.157254107,3.7311609750201084e-05,3.7310115623323565e-05,True,,,,,,True,0.5027418530754114,5e2eb1840c883714f713e930fb880908d7de0ec5ff8e7560c2476f161af913a1,9204581f983423ec52b26ce825a7944d857c364edab276541dda6baeef82742e
R37,1118,supply_097,True,True,0.47649827002113554,-0.02350172997886446,-5.967718384676186,5.967558070547798,5.967718400916419,13640590.567947477,3.7012635336956565e-05,3.590084271908849e-05,True,,,,,,True,0.47672759067069037,5e2eb1840c883714f713e930fb880908d7de0ec5ff8e7560c2476f161af913a1,9b45a47ff3aa594118cdffd7cb5c579c3ea4e874a6cf9fbf1125f56181a437a2
R37,1119,nominal,True,True,0.4891727468086644,-0.010827253191335595,-6.1205834843272235,6.120419191907998,6.1205835009717235,13645931.019111762,3.8312065643289315e-05,3.831050931678527e-05,True,,,,,,True,0.48935369392511174,dd08a5ef57421fa7ae83c6ceff9f580bd379731fee34835988988155c7233273,4dc3a9dbb4f95e73f3e04ce2788d4d63aa42142c9f4b53bd98731911576ad477
R37,1119,supply_097,True,True,0.46317763882314855,-0.03682236117685145,-6.111975937061558,6.111811942799463,6.111975953676781,13648735.18651603,3.8011722109080985e-05,3.68698983068619e-05,False,,,,,,False,0.4633394315203907,dd08a5ef57421fa7ae83c6ceff9f580bd379731fee34835988988155c7233273,943cf0379f59acb71b79761095478061d635aff3e19a9d2f4f00944ca575a399
R37,1120,nominal,True,True,0.5006350843452616,0.0006350843452616051,-5.983685831435368,5.983525058068044,5.983685847722048,13639299.08584852,3.745237283055995e-05,3.745086078249355e-05,True,,,,,,True,0.5016705603613171,18df0e9d45f25b0f1d56ebc36e78ba5daed6c9ca2c795b636a69ca5b15dd26ce,01a176b48691e7faad57a1209397c39dac31b29760878ead843a409f52781e57
R37,1120,supply_097,True,True,0.47462384092143983,-0.025376159078560168,-5.975571499021489,5.975410996444305,5.975571515281649,13641550.562727358,3.7153239738152976e-05,3.60372120765467e-05,False,,,,,,False,0.47565629795659603,18df0e9d45f25b0f1d56ebc36e78ba5daed6c9ca2c795b636a69ca5b15dd26ce,9c1d33e128bafeb8a1fb697e0e9d02384d357bd2cbc623c1b065bd8890d5d2c9
R37,1121,nominal,True,True,0.5021283457421499,0.0021283457421499286,-5.978292896484728,5.978132252142451,5.978292912757637,13638622.862324463,3.734035979405537e-05,3.733886239811792e-05,True,,,,,,True,0.5023463858730073,05594e5a8c73a1a0fb3673219ecbb62b4c572b66fb89d9379a2f59d897094ff7,a708bf27a4bcab24b8876d6e4e7db9f26d4452acf7bc83c7fa728343dbc7edca
R37,1121,supply_097,True,True,0.47611544794594995,-0.023884552054050046,-5.97022428043249,5.97006390383601,5.970224296679186,13640797.448461555,3.704135081929411e-05,3.592869365279355e-05,True,,,,,,True,0.47633212346828624,05594e5a8c73a1a0fb3673219ecbb62b4c572b66fb89d9379a2f59d897094ff7,f5c11b293ea90811bee2324acfd73d9b41b19f8bcd546518d6547c9463a4d11e
R37,1122,nominal,True,True,0.5071395248699837,0.007139524869983704,-5.914893970078132,5.9147349635875095,5.914893986184526,13635792.466221979,3.696451421395802e-05,3.696303589867062e-05,True,,,,,,True,0.5081855458630296,9ea32aee3f83d9bd42956f50a80bf00ec3eed8c9c94bf3f62e035d99598e1106,218ac8a4401faf41f251ae32a495c985c4c03311f158945b15e3e26e42cd9652
R37,1122,supply_097,True,True,0.4811197135468026,-0.018880286453197392,-5.90702306533579,5.906864316103577,5.907023081417027,13637761.757668266,3.666602389134209e-05,3.55646444812421e-05,True,,,,,,True,0.4821712834583085,9ea32aee3f83d9bd42956f50a80bf00ec3eed8c9c94bf3f62e035d99598e1106,ecdad0783ef4bbf651b871cfc76367ea63afef85b348b44236330f4f71ec41ff
R37,1123,nominal,True,True,0.5312194386357247,0.03121943863572474,-5.653524133493959,5.653371875172345,5.653524148912859,13623294.510297641,3.515844128416792e-05,3.5157079439777844e-05,False,,,,,,False,0.5321535647001933,1bea6a22e19de39ba1011e5034ca5d06b931cf0d492d9d1bef3b0ff1644c3095,926ee03b87fbaac689b745d7cd4d28f5884606c9da16f2f97be7337e6bb77c41
R37,1123,supply_097,True,True,0.5051690296616345,0.005169029661634461,-5.6464383227314965,5.646286280425118,5.64643833812938,13624426.739272475,3.486224654764784e-05,3.3815090091951634e-05,True,,,,,,True,0.5061393022954722,1bea6a22e19de39ba1011e5034ca5d06b931cf0d492d9d1bef3b0ff1644c3095,b9ab62137a2b438ee3e2419b9fc33aaf0815f923acd70ef9da686140cb055216
R37,1124,nominal,True,True,0.5155893247252723,0.015589324725272302,-5.820340115951819,5.820183545650953,5.820340131810899,13631175.347608585,3.6330771373390556e-05,3.632932292320711e-05,True,,,,,,True,0.515914801949287,d1ff5f702169b211549c5e578fccb7bf68b07fb7e3cf916690defe356f5bf35d,4ec6705da602cb98826da1a6ee8fcfd3ee1d994e1d5a9d35db9320bc55152d89
R37,1124,supply_097,True,True,0.48955827236078786,-0.01044172763921214,-5.812775455498572,5.812619126143093,5.8127754713341355,13632814.519740414,3.6033124378101364e-05,3.495076002776582e-05,True,,,,,,True,0.4899005395445659,d1ff5f702169b211549c5e578fccb7bf68b07fb7e3cf916690defe356f5bf35d,6e25d3f8f88cd75b6f271d2d0670fd4d5bfd8e1ad106ba7dafe05efefc7e4cd3
R37,1125,nominal,True,True,0.5055866952602819,0.005586695260281882,-5.934065476073277,5.933905972754565,5.934065492230811,13636587.600626247,3.7080992046843406e-05,3.707950045009977e-05,True,,,,,,True,0.5056768848269872,7675118c954c76383a28497adeeb12dbace3cb099a69d6276917262a13ceb7e6,55b9af2f21296d643b71eb48dacfc0cedb6e43840255962705153d72fc8f6a3f
R37,1125,supply_097,True,True,0.4795688648495924,-0.02043113515040762,-5.9261400039906365,5.925980760868916,5.926140020122717,13638615.3758628,3.678235311318189e-05,3.5677471297232426e-05,True,,,,,,True,0.4796626224222662,7675118c954c76383a28497adeeb12dbace3cb099a69d6276917262a13ceb7e6,1dcd943be8fd092ca5ee99e69cae3cba36afb1bd8264811c11a1c30c3d4d4f65
R37,1126,nominal,True,True,0.5256304681558517,0.025630468155851682,-5.707656587134455,5.707502930676934,5.707656602696781,13625950.058622388,3.557765477618505e-05,3.5576253645986965e-05,False,,,,,,False,0.5263160846343006,93a228f6ce1a014cdbd65a3044d876eaf43966c043e4a4e1d056d4328cc4e436,13a742ba8a75b383d6239f32a98df01fac5df24a40b7fcc80dc407e42a5488a3
R37,1126,supply_097,True,True,0.49958661512971037,-0.0004133848702896348,-5.700417377190491,5.700263944834989,5.70041739273099,13627252.197307315,3.528096815219013e-05,3.4221213023668675e-05,True,,,,,,True,0.5003018222295795,93a228f6ce1a014cdbd65a3044d876eaf43966c043e4a4e1d056d4328cc4e436,c131f13a8309a2ffc3e1dff8bd2c7771e3a3c00e6612ca16a2e547bfbf1329ef
R37,1127,nominal,True,True,0.47601969208228323,-0.02398030791771677,-6.257923670939986,6.257755881404971,6.257923687941134,13653663.87774625,3.929858872432924e-05,3.929696844424147e-05,True,,,,,,True,0.4765228269110576,4dcc5349751af9f3e73dd46d63f96d8ec1aa1db10867aba8e80e4b99be43adb6,07dce3b029e3416c9cbe4f700b42a3f4852ca2177083991be86f23f556c03065
R37,1127,supply_097,True,True,0.45004331675355846,-0.049956683246441536,-6.248690537500465,6.248523083055668,6.248690554468609,13657248.893702097,3.899683996612384e-05,3.78254023593971e-05,False,,,,,,False,0.45050856450633653,4dcc5349751af9f3e73dd46d63f96d8ec1aa1db10867aba8e80e4b99be43adb6,a261153f7e5d3e484812a67a6042d22e566237dbfd1521ba970e1814286db21c
R37,1128,nominal,True,True,0.4927830558024382,-0.007216944197561803,-6.082485998567692,6.082322680398528,6.08248601511268,13643901.577920724,3.804127695487591e-05,3.8039740076285085e-05,True,,,,,,True,0.4930446534112022,c169607ec39203e5f27a9f3af7a17d04572483c964c7c233fa6637ce47cb8ebe,c38025d34d246226847e9ce90110eb1a24668e90e6207947aec570dab6b615d2
R37,1128,supply_097,True,True,0.4667830027852611,-0.03321699721473892,-6.074032884063101,6.073869855126247,6.074032900579712,13646518.097097851,3.774130438308015e-05,3.660761144140416e-05,False,,,,,,False,0.46703039100648114,c169607ec39203e5f27a9f3af7a17d04572483c964c7c233fa6637ce47cb8ebe,02c44f7fcb92d5edc89370a4f7d28ceb6ed6688c5e646470797c802302ce9b2f
R37,1129,nominal,True,True,0.5153609820561689,0.01536098205616887,-5.82218477830042,5.822028161562258,5.822184794164039,13631314.36997744,3.634789417852206e-05,3.634644663025376e-05,True,,,,,,True,0.5159138898632054,60bf43c9620254795d0ef088c2743522cc6c413541a687f95050b6d4fb867b3c,ec4c4d0c6d6008b6766e6e3ff1d62a26d18fe7cf8ab9009edd312a3964007a6e
R37,1129,supply_097,True,True,0.48933025525980756,-0.010669744740192444,-5.814611222092212,5.814454846777293,5.814611237932265,13632963.650713697,3.605022275881052e-05,3.4967346314246905e-05,True,,,,,,True,0.48989962745848437,60bf43c9620254795d0ef088c2743522cc6c413541a687f95050b6d4fb867b3c,0b0bdc0087c12ccb6ee6428e1874cfb927f92cb7d011c0e83d14e57d9b1a6b87
R37,1130,nominal,True,True,0.5340773481555854,0.034077348155585385,-5.609920480141824,5.609769359565504,5.609920495445945,13621640.723481651,3.49441130268083e-05,3.494275159677314e-05,False,,,,,,False,0.5354192529740291,5e34ccee499538347fa63a5be6e620a408688309a8b0b9c66889e16ee2b8e4cb,b26da615805d4d84aa065e102a11ad2cae01621b1532e810a5d4edf7072ca0a5
R37,1130,supply_097,True,True,0.5080229222103303,0.008022922210330297,-5.602935020487129,5.602784111427902,5.602935035770682,13622698.029004786,3.464821966437246e-05,3.360748434279754e-05,True,,,,,,True,0.5094049905693081,5e34ccee499538347fa63a5be6e620a408688309a8b0b9c66889e16ee2b8e4cb,91f632e96d837f1b478918b878f58de493b96a004286f85d715c020aa15de41a
R37,1131,nominal,True,True,0.5091109522513324,0.009110952251332405,-5.889003779127123,5.888845441909715,5.889003795165889,13634637.775391594,3.6816663044653376e-05,3.6815187453345895e-05,True,,,,,,True,0.5100797353822215,03d822e17313c3ffa2ce84870d21acb47b876deacffcf4808e9e6384f1bd25b1,2ed35f80e348e550e305af0b9fa899d186167c27a4db6313a0a244a1e1ab2f13
R37,1131,supply_097,True,True,0.4830883406951805,-0.016911659304819526,-5.881212111570974,5.8810540275290215,5.881212127584994,13636528.922032928,3.651838279619165e-05,3.5421435156866716e-05,True,,,,,,True,0.48406547297750047,03d822e17313c3ffa2ce84870d21acb47b876deacffcf4808e9e6384f1bd25b1,6ffef4e855d6fe14f4be7084900f66064627b6c002af86d5a2e16a3f8be5a2ce
R37,1132,nominal,True,True,0.470826763797934,-0.029173236202066022,-6.32417039592314,6.324000914494243,6.324170413095441,13657075.789389595,3.968804425773435e-05,3.9686416025889634e-05,False,,,,,,False,0.4716710425345418,5ba3dd82eab9a4e6ae963677b4d8761d06220c31706cf2ebe67d0a9a09d6fb4f,c3bad38e957261c7800b7716e796155ac0f34b698d168697c2334bfffdf54468
R37,1132,supply_097,True,True,0.44485858322626903,-0.05514141677373097,-6.314642629673877,6.314473500418957,6.314642646811447,13661004.29317776,3.9385680805299156e-05,3.82025705242709e-05,False,,,,,,False,0.44565678012982074,5ba3dd82eab9a4e6ae963677b4d8761d06220c31706cf2ebe67d0a9a09d6fb4f,1661c6b673541d660654500d82e759f2dfa47771f548bdd83d30000a1cab703f
R37,1133,nominal,True,True,0.4787611098900477,-0.02123889010995228,-6.226878738515252,6.226711740730253,6.226878755435718,13651995.729719525,3.909297478841265e-05,3.9091366976813225e-05,True,,,,,,True,0.47946207717498146,c8b5698a96d4bff1aedeccac6fda604511fbfc614deb8c310d673b1eae193a1c,7c125293b5543175886a4553a423c47257ffd79a75b07cea536a94dcf8d12990
R37,1133,supply_097,True,True,0.4527806964261436,-0.0472193035738564,-6.217785839414213,6.217619168456165,6.217785856302508,13655409.076889174,3.879152894209874e-05,3.7626262416027325e-05,False,,,,,,False,0.4534478147702604,c8b5698a96d4bff1aedeccac6fda604511fbfc614deb8c310d673b1eae193a1c,b9a9e12a73545cc65bb95c2f3bd43f70adfffd1482fae720789efc77aedf0191
R37,1134,nominal,True,True,0.5104822642070657,0.010482264207065661,-5.8778722056581545,5.8777141535781405,5.877872221667069,13634025.251076553,3.671379329454014e-05,3.6712333593596435e-05,True,,,,,,True,0.5118317183963822,4ea60599161b8a0a268d1a32959d5bad8c031d30309598aea863007ae1af0db4,95b292a6e4b55eff83b1aec007911d57145300593789353b9b9bcd40955c7b23
R37,1134,supply_097,True,True,0.48445811629614544,-0.015541883703854564,-5.870120140111974,5.869962338836981,5.8701201560963785,13635862.455105603,3.641562831168257e-05,3.532177830583977e-05,True,,,,,,True,0.48581745599166115,4ea60599161b8a0a268d1a32959d5bad8c031d30309598aea863007ae1af0db4,5cb5fc8f7259923e2e36ca516d8448b78d5e69fd9851452f8583c7cc14dd2949
R37,1135,nominal,True,True,0.5283900610067849,0.028390061006784872,-5.677946957062058,5.677794069563962,5.677946972545903,13624570.676535936,3.537067285216569e-05,3.5369286918331534e-05,False,,,,,,False,0.5291987247718667,caef37220ff2ac85ba1ddb971db578cbf713f3f3ee599929297c4a674e5d19e1,09954b2fcc4d0d994be79fd0031e3abe586a194af3294a5662825974e27a336d
R37,1135,supply_097,True,True,0.5023428181201879,0.002342818120187884,-5.670789564512252,5.670636896922159,5.670789579974688,13625788.264604496,3.507424056097791e-05,3.402070156947247e-05,True,,,,,,True,0.5031844623671456,caef37220ff2ac85ba1ddb971db578cbf713f3f3ee599929297c4a674e5d19e1,0bb1a1b6c0304de6a2b9aab7b42fb916e11c39851ac147773ec2bf34eb3a04d6
R37,1136,nominal,True,True,0.510760431802664,0.01076043180266395,-5.871370790426233,5.871212906047728,5.871370806419217,13633716.401958337,3.669295481384074e-05,3.669148270496523e-05,True,,,,,,True,0.5111835142265295,e7a54e302f742bb20f61a8dd27e333ba9d5d00c682f6711e8df57649599be89d,7cfd52b0244b93bb3261042e363c081dfe6bc90d6b7474bc525df451b4da9473
R37,1136,supply_097,True,True,0.4847355913109197,-0.0152644086890803,-5.863640753324214,5.863483118796879,5.863640769292785,13635539.325936694,3.639484178371129e-05,3.530160363582591e-05,True,,,,,,True,0.4851692518218085,e7a54e302f742bb20f61a8dd27e333ba9d5d00c682f6711e8df57649599be89d,11fea2b297c1efd4caff7311f4f4c83051bc6f645b24278b367b217148519a90
R37,1137,nominal,True,True,0.49341967019416866,-0.006580329805831342,-6.069703446173373,6.069540459594352,6.069703462685324,13643412.746447956,3.7993545072506025e-05,3.799200231027693e-05,True,,,,,,True,0.4936403099400766,0d211659a4559bd413b1b53ed03192a7f7fc3517514f8b1cf8a27041e92f5e47,ee5aaf845efc59a8148f38dbb04b4d64ef1f7d7347b47abd2462774a75971ba4
R37,1137,supply_097,True,True,0.4674184558213481,-0.03258154417865189,-6.061287756853964,6.061125057699432,6.061287773337718,13645999.942450408,3.7693659618342545e-05,3.656139044527776e-05,False,,,,,,False,0.4676260475353556,0d211659a4559bd413b1b53ed03192a7f7fc3517514f8b1cf8a27041e92f5e47,f619a5e617608c3d1683a2ad7a7787ed6923dd0b308f66ab0b6fef2eb0c10370
R37,1138,nominal,True,True,0.4729755478315605,-0.027024452168439517,-6.283118991750332,6.282950570325611,6.283119008816338,13655440.832003158,3.95269188076332e-05,3.952527872851378e-05,False,,,,,,False,0.4738269097738781,73b23b67ca39b0896709ffab2f76b7dd8edb107c6c395256a177b73c338feded,2722f251fcb119461ef0360205ace0293809feb8677d5c5f77e65c9b0e51cea7
R37,1138,supply_097,True,True,0.4470034594034469,-0.05299654059655312,-6.273733332598731,6.273565255780359,6.273733349630769,13659237.294116687,3.9224848479868846e-05,3.8046551937946005e-05,False,,,,,,False,0.44781264736915705,73b23b67ca39b0896709ffab2f76b7dd8edb107c6c395256a177b73c338feded,d6241d5a640a9dc5eab151fd1b28fc77b7d099a72cd58942ea27a6d06517dda1
R37,1139,nominal,True,True,0.48278108977617373,-0.017218910223826267,-6.188728831438791,6.188562801807365,6.1887288482597755,13649726.04088504,3.8791447217049934e-05,3.878986755326064e-05,True,,,,,,True,0.48370421028121596,861723ce116e6621f6d21e7687b695a258c11bd8851d6683881d9b4a3bfacfc3,e67a011f1adfe945bdcf57bf1dc29dbd3fe361c44bc5e7141d4144cbf5fc1ea6
R37,1139,supply_097,True,True,0.45679514992586845,-0.04320485007413155,-6.179822073275249,6.179656359179054,6.179822090065203,13652894.457675448,3.849041593049612e-05,3.7334209349445296e-05,False,,,,,,False,0.4576899478764949,861723ce116e6621f6d21e7687b695a258c11bd8851d6683881d9b4a3bfacfc3,8ef25fdd55f4c12651367532557734fd3eba7126407272de23f1ef3b5040000c
R37,1140,nominal,True,True,0.4930188907627542,-0.0069811092372458194,-6.075550956411744,6.075387818833326,6.07555097293895,13643665.647795822,3.80236019249453e-05,3.8022058833718255e-05,True,,,,,,True,0.4931716823847852,cdbf803bdc5902b391e6a8f1b4a8e57af89981eaf9b09217fbcaa912366541b9,a02fab2fb1ec4a663cd4cd081cd57a2a0e00bb6a29bcde43fdf3c2a648c501fe
R37,1140,supply_097,True,True,0.46701828816465696,-0.03298171183534304,-6.067116123099047,6.066953273959707,6.067116139597955,13646271.865232145,3.7723670577961294e-05,3.659050077185653e-05,False,,,,,,False,0.46715741998006416,cdbf803bdc5902b391e6a8f1b4a8e57af89981eaf9b09217fbcaa912366541b9,7c0eac22c33309a15fecf3a472a5e5d966e0d044f78924b2f6a141aa089a0c0d
R37,1141,nominal,True,True,0.4832633096888903,-0.016736690311109692,-6.180514641042477,6.180348822305341,6.180514657842694,13649334.11777096,3.875529457528335e-05,3.875370875099255e-05,True,,,,,,True,0.4837984997436365,bc6e752ede9ed9762d8861b10da54aef1be921875ed600dc6f2bd92642f63ab7,17328c0e884c216b59521e097ee39275a300aa2d62b3504491f9f707f23ce3b5
R37,1141,supply_097,True,True,0.45727645512345494,-0.04272354487654506,-6.17163934936584,6.171473844526559,6.17163936613519,13652473.154370256,3.84543319030704e-05,3.729920201018634e-05,False,,,,,,False,0.45778423733891543,bc6e752ede9ed9762d8861b10da54aef1be921875ed600dc6f2bd92642f63ab7,200f7c691e5b5bf0d2f770b52dee96eb58ae823be5073704bbb5cee40d3688c1
R37,1142,nominal,True,True,0.5040533175501711,0.004053317550171132,-5.952080992550746,5.951921027102237,5.9520810087545,13637534.033406893,3.719598147939038e-05,3.719449288932868e-05,True,,,,,,True,0.5050072686952859,6d3e672b67be45d257e1703dcab75ddb165bbcc31dc162f6589276ca7e0a0666,2abda4b952145b161aac0cb439bd130af358f5b6ff38b630d1bcb8ebdf776429
R37,1142,supply_097,True,True,0.47803774692917944,-0.02196225307082056,-5.9440894987920405,5.9439297970437766,5.944089514969988,13639631.479682451,3.689717301832018e-05,3.578884947681147e-05,True,,,,,,True,0.47899300629056485,6d3e672b67be45d257e1703dcab75ddb165bbcc31dc162f6589276ca7e0a0666,e3da53a42ea82e31df78d1954ec6ff3ef708a91715546e49d62b6c086a522e03
R37,1143,nominal,True,True,0.4816449241423335,-0.018355075857666492,-6.200440519994871,6.200274191340937,6.200440536846691,13650351.029302208,3.8876670347325234e-05,3.887508135923791e-05,True,,,,,,True,0.4822715316143872,77b862054ccaf0a1a370f20c87585d1e660264421f1ff3d00addaf77cdf1dc73,ab9e8d71857c937c758541be1464282c79155d2b3f2c65e739f1b0131e400fe9
R37,1143,supply_097,True,True,0.4556605194924006,-0.044339480507599394,-6.191482886855771,6.191316876790989,6.191482903676252,13653584.635299888,3.857552389740456e-05,3.7416755278171076e-05,False,,,,,,False,0.45625726920966614,77b862054ccaf0a1a370f20c87585d1e660264421f1ff3d00addaf77cdf1dc73,44385633859c444775cc0cbe4ceb6fad378f4dae75b4a7bc0bd2a176b69015a8
R37,1144,nominal,True,True,0.49962487530494504,-0.0003751246950549625,-5.997195689290193,5.997034568136812,5.997195705611736,13639945.386086958,3.7528128881524055e-05,3.75266190741106e-05,True,,,,,,True,0.5010058863228809,308ce2fe961bcb52dadfeaf02ec593540fb944c2036feea40855340470ad183b,4708c2b3fb37bf1800d96de2381373c9973645acde792e898eb5d987a711639e
R37,1144,supply_097,True,True,0.47361517840468137,-0.02638482159531863,-5.989034616989508,5.988873769081061,5.989034633284283,13642244.05558589,3.7228879772905565e-05,3.611058504712411e-05,False,,,,,,False,0.47499162391815986,308ce2fe961bcb52dadfeaf02ec593540fb944c2036feea40855340470ad183b,7b78b2fac634f27fa762aeff62dc9ec5190a904d355aa19c7eba7ed67ab973cc
R37,1145,nominal,True,True,0.501268472039279,0.001268472039279045,-5.987643651430214,5.987482767223104,5.987643667727452,13639107.971871728,3.740484989343097e-05,3.740335013336898e-05,True,,,,,,True,0.5018093597069921,18904544e6493b54fe9b98afcd862bcc4e266d73ddab930adba7089491e72a14,039b6f0ff3de64631f4a245a247b3c0052b4dc76160e69c1cedb7a1f60621465
R37,1145,supply_097,True,True,0.47525675122234823,-0.024743248777651772,-5.979540660404075,5.979380045848892,5.979540676674908,13641322.011149092,3.710575262207921e-05,3.59911611817227e-05,True,,,,,,True,0.4757950973022711,18904544e6493b54fe9b98afcd862bcc4e266d73ddab930adba7089491e72a14,0c6f7de18802761829a70e802adc606a055ccd40041b2ef4100a77f9c2c682d1
R37,1146,nominal,True,True,0.48848695125954666,-0.011513048740453335,-6.118798853840476,6.118634615855286,6.1187988704800285,13646202.99658957,3.836351637915989e-05,3.8361949140918415e-05,True,,,,,,True,0.4890327255524761,8e572702b0937d8dc3606f31e4e3c513feb56a941e5b80dde985a10cac274821,b2db22c19f256b7213e55604ea65fedcd49b8c240eb2f0c3d0c2146b7c77e2a6
R37,1146,supply_097,True,True,0.4624925074439825,-0.037507492556017485,-6.110171358678379,6.110007420445416,6.110171375288492,13649053.043152042,3.806312301663373e-05,3.691974688063197e-05,False,,,,,,False,0.4630184631477551,8e572702b0937d8dc3606f31e4e3c513feb56a941e5b80dde985a10cac274821,c237bb08aa4279fcce9216591227c8e13142ab9102e42fcb0f959510f77f8721
R37,1147,nominal,True,True,0.4994591242412365,-0.0005408757587634927,-5.999319198149472,5.9991580207648285,5.999319214477232,13639979.993463343,3.75405714588411e-05,3.753905496415541e-05,True,,,,,,True,0.5001454455859623,54b657d7213683fa4ba9602c7894f07a79e7fe2548a80b0fcb5c1fbd1e2f9d29,81a303b758b173912c176458dec2b901597c9f5b93c02fb066e731640b4691ed
R37,1147,supply_097,True,True,0.47344954376714665,-0.026550456232853348,-5.9911557306252,5.9909948266497075,5.991155746926178,13642282.111193066,3.724131361443629e-05,3.6122639553217884e-05,False,,,,,,False,0.47413118318124126,54b657d7213683fa4ba9602c7894f07a79e7fe2548a80b0fcb5c1fbd1e2f9d29,8f757179ea40dfabca5c24801750ac8f00daf4b3d84dc51047401aa4412a3d4d
