candidate,frequency_hz,observed_input_psd_v2_per_hz,series_input_input_psd_v2_per_hz,output_load_input_psd_v2_per_hz,drain_resistor_input_psd_v2_per_hz,feedback_resistor_input_psd_v2_per_hz,selected_passives_input_psd_v2_per_hz,unassigned_input_psd_v2_per_hz,incoherent_feedback_input_psd_v2_per_hz,feedback_cross_input_psd_v2_per_hz
R75,8785.166564072795,2.742894332797115e-16,1.6567788e-17,1.7373938016161296e-19,2.6058854685473083e-18,0.0,1.934741284870892e-17,2.549420204310026e-16,0.0,0.0
R75,8912.509381337535,2.7088269622864616e-16,1.6567788e-17,1.737393801617697e-19,2.6058854685496594e-18,0.0,1.9347412848711427e-17,2.5153528337993475e-16,0.0,0.0
R75,9041.698059234586,2.6752463500207945e-16,1.6567788e-17,1.7373938016193577e-19,2.60588546855215e-18,0.0,1.9347412848714083e-17,2.481772221533654e-16,0.0,0.0
R75,9172.75935389788,2.642145540587515e-16,1.6567788e-17,1.7373938016210179e-19,2.60588546855464e-18,0.0,1.934741284871674e-17,2.4486714121003477e-16,0.0,0.0
R75,9305.720409297075,2.6095176790880183e-16,1.6567788e-17,1.7373938016227765e-19,2.6058854685572776e-18,0.0,1.9347412848719553e-17,2.416043550600823e-16,0.0,0.0
R75,9440.608762859321,2.5773560074141297e-16,1.6567788e-17,1.737393801624535e-19,2.6058854685599154e-18,0.0,1.9347412848722367e-17,2.383881878926906e-16,0.0,0.0
R75,9577.452351172502,2.5456538651902435e-16,1.6567788e-17,1.7373938016263975e-19,2.6058854685627088e-18,0.0,1.9347412848725346e-17,2.35217973670299e-16,0.0,0.0
R75,9716.279515771153,2.5144046860134593e-16,1.6567788e-17,1.73739380162826e-19,2.6058854685655025e-18,0.0,1.9347412848728326e-17,2.320930557526176e-16,0.0,0.0
R75,9857.119009006256,2.4836019985133963e-16,1.6567788e-17,1.737393801630233e-19,2.6058854685684615e-18,0.0,1.9347412848731485e-17,2.2901278700260815e-16,0.0,0.0
R75,10000.000000000096,2.4532394225520817e-16,1.6567788e-17,1.7373938016322056e-19,2.60588546857142e-18,0.0,1.934741284873464e-17,2.2597652940647354e-16,0.0,0.0
R75,10144.952080687459,2.4233106704031975e-16,1.6567788e-17,1.7373938016342967e-19,2.6058854685745567e-18,0.0,1.9347412848737987e-17,2.2298365419158176e-16,0.0,0.0
R75,10292.005271944381,2.393809542907671e-16,1.6567788e-17,1.7373938016363875e-19,2.605885468577693e-18,0.0,1.934741284874133e-17,2.2003354144202576e-16,0.0,0.0
R75,10441.190029805744,2.364729930774209e-16,1.6567788e-17,1.7373938016386006e-19,2.6058854685810124e-18,0.0,1.934741284874487e-17,2.1712558022867606e-16,0.0,0.0
R75,10592.537251772992,2.3360658106865403e-16,1.6567788e-17,1.7373938016408138e-19,2.6058854685843316e-18,0.0,1.934741284874841e-17,2.1425916821990562e-16,0.0,0.0
R75,10746.07828321328,2.3078112467272327e-16,1.6567788e-17,1.737393801643158e-19,2.605885468587848e-18,0.0,1.934741284875216e-17,2.1143371182397112e-16,0.0,0.0
R75,10901.844923851384,2.2799603864323594e-16,1.6567788e-17,1.737393801645503e-19,2.6058854685913643e-18,0.0,1.9347412848755912e-17,2.0864862579448003e-16,0.0,0.0
R75,11059.869434355705,2.252507462340835e-16,1.6567788e-17,1.7373938016479866e-19,2.6058854685950898e-18,0.0,1.9347412848759887e-17,2.0590333338532365e-16,0.0,0.0
R75,11220.184543019746,2.22544678799217e-16,1.6567788e-17,1.7373938016504709e-19,2.605885468598816e-18,0.0,1.9347412848763862e-17,2.0319726595045312e-16,0.0,0.0
R75,11382.823452540435,2.198772759603676e-16,1.6567788e-17,1.7373938016531031e-19,2.6058854686027642e-18,0.0,1.9347412848768074e-17,2.0052986311159952e-16,0.0,0.0
R75,11547.819846894698,2.1724798520069087e-16,1.6567788e-17,1.7373938016557356e-19,2.6058854686067124e-18,0.0,1.9347412848772284e-17,1.979005723519186e-16,0.0,0.0
R75,11715.207898315717,2.1465626204552444e-16,1.6567788e-17,1.7373938016585224e-19,2.6058854686108924e-18,0.0,1.9347412848776742e-17,1.953088491967477e-16,0.0,0.0
R75,11885.022274370305,2.1210156964945102e-16,1.6567788e-17,1.7373938016613093e-19,2.605885468615072e-18,0.0,1.93474128487812e-17,1.9275415680066982e-16,0.0,0.0
R75,12057.298145138866,2.095833789903598e-16,1.6567788e-17,1.7373938016642612e-19,2.6058854686195e-18,0.0,1.9347412848785925e-17,1.9023596614157388e-16,0.0,0.0
R75,12232.07119049944,2.0710116844946445e-16,1.6567788e-17,1.7373938016672127e-19,2.6058854686239268e-18,0.0,1.9347412848790646e-17,1.877537556006738e-16,0.0,0.0
R75,12409.377607517323,2.046544240189534e-16,1.6567788e-17,1.7373938016703387e-19,2.6058854686286152e-18,0.0,1.9347412848795647e-17,1.8530701117015775e-16,0.0,0.0
R75,12589.254117941802,2.0224263887448802e-16,1.6567788e-17,1.7373938016734653e-19,2.605885468633305e-18,0.0,1.9347412848800652e-17,1.8289522602568737e-16,0.0,0.0
R75,12771.737975811562,1.9986531359674616e-16,1.6567788e-17,1.7373938016767786e-19,2.6058854686382745e-18,0.0,1.934741284880595e-17,1.805179007479402e-16,0.0,0.0
R75,12956.86697517033,1.9752195573590834e-16,1.6567788e-17,1.7373938016800917e-19,2.605885468643244e-18,0.0,1.9347412848811252e-17,1.781745428870971e-16,0.0,0.0
R75,13144.679457894359,1.9521208004741968e-16,1.6567788e-17,1.7373938016836012e-19,2.6058854686485074e-18,0.0,1.9347412848816867e-17,1.758646671986028e-16,0.0,0.0
R75,13335.21432163338,1.9293520804795759e-16,1.6567788e-17,1.73739380168711e-19,2.60588546865377e-18,0.0,1.934741284882248e-17,1.735877951991351e-16,0.0,0.0
R75,13528.511027866647,1.9069086826575987e-16,1.6567788e-17,1.737393801690827e-19,2.6058854686593454e-18,0.0,1.9347412848828425e-17,1.7134345541693144e-16,0.0,0.0
R75,13724.609610075766,1.8847859578754668e-16,1.6567788e-17,1.7373938016945438e-19,2.60588546866492e-18,0.0,1.9347412848834372e-17,1.691311829387123e-16,0.0,0.0
R75,13923.55068203599,1.862979325237846e-16,1.6567788e-17,1.7373938016984807e-19,2.605885468670825e-18,0.0,1.9347412848840674e-17,1.669505196749439e-16,0.0,0.0
R75,14125.375446227694,1.8414842674602485e-16,1.6567788e-17,1.7373938017024175e-19,2.6058854686767296e-18,0.0,1.934741284884697e-17,1.6480101389717788e-16,0.0,0.0
R75,14330.125702369782,1.8202963336748787e-16,1.6567788e-17,1.737393801706587e-19,2.6058854686829835e-18,0.0,1.934741284885364e-17,1.6268222051863422e-16,0.0,0.0
R75,14537.843856076775,1.7994111347026444e-16,1.6567788e-17,1.7373938017107566e-19,2.6058854686892373e-18,0.0,1.9347412848860312e-17,1.6059370062140414e-16,0.0,0.0
R75,14748.572927641406,1.7788243460162948e-16,1.6567788e-17,1.7373938017151751e-19,2.605885468695865e-18,0.0,1.934741284886738e-17,1.585350217527621e-16,0.0,0.0
R75,14962.356560944498,1.758531702905314e-16,1.6567788e-17,1.7373938017195934e-19,2.6058854687024916e-18,0.0,1.934741284887445e-17,1.5650575744165693e-16,0.0,0.0
R75,15179.239032494008,1.7385290036007125e-16,1.6567788e-17,1.7373938017242723e-19,2.6058854687095093e-18,0.0,1.9347412848881935e-17,1.5450548751118932e-16,0.0,0.0
R75,15399.26526059509,1.718812104326824e-16,1.6567788e-17,1.7373938017289508e-19,2.6058854687165266e-18,0.0,1.934741284888942e-17,1.5253379758379297e-16,0.0,0.0
R75,15622.480814653076,1.6993769225923541e-16,1.6567788e-17,1.7373938017339077e-19,2.6058854687239615e-18,0.0,1.934741284889735e-17,1.5059027941033806e-16,0.0,0.0
R75,15848.931924611312,1.68021943212294e-16,1.6567788e-17,1.7373938017388648e-19,2.6058854687313963e-18,0.0,1.934741284890528e-17,1.4867453036338873e-16,0.0,0.0
R75,16078.665490525787,1.66133566632326e-16,1.6567788e-17,1.7373938017441132e-19,2.6058854687392684e-18,0.0,1.934741284891368e-17,1.4678615378341232e-16,0.0,0.0
R75,16311.729092278567,1.642721713084007e-16,1.6567788e-17,1.737393801749362e-19,2.605885468747141e-18,0.0,1.9347412848922078e-17,1.449247584594786e-16,0.0,0.0
R75,16548.170999432,1.6243737184201771e-16,1.6567788e-17,1.7373938017549237e-19,2.605885468755483e-18,0.0,1.9347412848930974e-17,1.4308995899308673e-16,0.0,0.0
R75,16788.040181225795,1.6062878811458268e-16,1.6567788e-17,1.7373938017604855e-19,2.6058854687638248e-18,0.0,1.9347412848939873e-17,1.412813752656428e-16,0.0,0.0
R75,17031.386316718967,1.5884604566939286e-16,1.6567788e-17,1.737393801766375e-19,2.6058854687726582e-18,0.0,1.9347412848949293e-17,1.3949863282044356e-16,0.0,0.0
R75,17278.259805078833,1.570887751652073e-16,1.6567788e-17,1.737393801772265e-19,2.6058854687814925e-18,0.0,1.9347412848958717e-17,1.3774136231624858e-16,0.0,0.0
R75,17528.711776019132,1.5535661277695673e-16,1.6567788e-17,1.7373938017785043e-19,2.6058854687908506e-18,0.0,1.93474128489687e-17,1.3600919992798803e-16,0.0,0.0
R75,17782.794100389434,1.5364919963469541e-16,1.6567788e-17,1.7373938017847428e-19,2.6058854688002083e-18,0.0,1.9347412848978682e-17,1.3430178678571673e-16,0.0,0.0
R75,18040.55940091807,1.5196618224363495e-16,1.6567788e-17,1.7373938017913526e-19,2.6058854688101218e-18,0.0,1.9347412848989257e-17,1.326187693946457e-16,0.0,0.0
R75,18302.061063110774,1.5030721190773746e-16,1.6567788e-17,1.737393801797962e-19,2.6058854688200353e-18,0.0,1.934741284899983e-17,1.3095979905873763e-16,0.0,0.0
R75,18567.35324630728,1.4867194516970484e-16,1.6567788e-17,1.737393801804963e-19,2.605885468830536e-18,0.0,1.934741284901103e-17,1.293245323206938e-16,0.0,0.0
R75,18836.49089489823,1.4706004321844697e-16,1.6567788e-17,1.737393801811964e-19,2.6058854688410364e-18,0.0,1.934741284902223e-17,1.2771263036942475e-16,0.0,0.0
R75,19109.529749704634,1.454711723496851e-16,1.6567788e-17,1.7373938018193792e-19,2.605885468852159e-18,0.0,1.9347412849034096e-17,1.26123759500651e-16,0.0,0.0
R75,19386.526359522308,1.4390500335649828e-16,1.6567788e-17,1.7373938018267955e-19,2.605885468863282e-18,0.0,1.934741284904596e-17,1.2455759050745232e-16,0.0,0.0
R75,19667.538092833624,1.423612120112428e-16,1.6567788e-17,1.737393801834651e-19,2.605885468875064e-18,0.0,1.934741284905853e-17,1.2301379916218427e-16,0.0,0.0
R75,19952.62314968904,1.4083947843834217e-16,1.6567788e-17,1.737393801842506e-19,2.6058854688868466e-18,0.0,1.93474128490711e-17,1.2149206558927106e-16,0.0,0.0
R75,20241.840573760863,1.3933948761825827e-16,1.6567788e-17,1.7373938018508256e-19,2.6058854688993243e-18,0.0,1.9347412849084407e-17,1.1999207476917385e-16,0.0,0.0
R75,20535.250264571714,1.3786092874166116e-16,1.6567788e-17,1.7373938018591451e-19,2.605885468911803e-18,0.0,1.9347412849097713e-17,1.1851351589256346e-16,0.0,0.0
R75,20832.91298990025,1.364034957362215e-16,1.6567788e-17,1.7373938018679606e-19,2.605885468925025e-18,0.0,1.934741284911182e-17,1.1705608288710966e-16,0.0,0.0
R75,21134.890398366733,1.3496688660126233e-16,1.6567788e-17,1.7373938018767763e-19,2.6058854689382474e-18,0.0,1.9347412849125924e-17,1.156194737521364e-16,0.0,0.0
R75,21441.245032200994,1.3355080395818648e-16,1.6567788e-17,1.7373938018861113e-19,2.6058854689522485e-18,0.0,1.934741284914086e-17,1.142033911090456e-16,0.0,0.0
R75,21752.0403401955,1.3215495436466825e-16,1.6567788e-17,1.737393801895446e-19,2.6058854689662496e-18,0.0,1.9347412849155793e-17,1.1280754151551246e-16,0.0,0.0
R75,22067.340690846177,1.3077904888957462e-16,1.6567788e-17,1.7373938019053354e-19,2.6058854689810824e-18,0.0,1.9347412849171614e-17,1.11431636040403e-16,0.0,0.0
R75,22387.21138568368,1.2942280240571523e-16,1.6567788e-17,1.7373938019152248e-19,2.6058854689959155e-18,0.0,1.9347412849187437e-17,1.1007538955652779e-16,0.0,0.0
R75,22711.718672797946,1.2808593419015458e-16,1.6567788e-17,1.7373938019256997e-19,2.605885469011627e-18,0.0,1.9347412849204194e-17,1.0873852134095037e-16,0.0,0.0
R75,23040.929760558753,1.2676816719450474e-16,1.6567788e-17,1.7373938019361749e-19,2.605885469027338e-18,0.0,1.9347412849220954e-17,1.0742075434528379e-16,0.0,0.0
R75,23374.912831535188,1.2546922867157033e-16,1.6567788e-17,1.73739380194727e-19,2.6058854690439798e-18,0.0,1.9347412849238704e-17,1.0612181582233163e-16,0.0,0.0
R75,23713.73705661686,1.241888494221189e-16,1.6567788e-17,1.737393801958365e-19,2.605885469060621e-18,0.0,1.9347412849256456e-17,1.0484143657286243e-16,0.0,0.0
R75,24057.47260933982,1.229267644488515e-16,1.6567788e-17,1.7373938019701182e-19,2.6058854690782494e-18,0.0,1.934741284927526e-17,1.0357935159957625e-16,0.0,0.0
R75,24406.19068042012,1.2168271217853893e-16,1.6567788e-17,1.7373938019818712e-19,2.6058854690958774e-18,0.0,1.9347412849294063e-17,1.0233529932924487e-16,0.0,0.0
R75,24759.96349249806,1.204564351443638e-16,1.6567788e-17,1.7373938019943201e-19,2.6058854691145493e-18,0.0,1.9347412849313978e-17,1.0110902229504983e-16,0.0,0.0
R75,25118.864315096132,1.192476791822606e-16,1.6567788e-17,1.737393802006769e-19,2.6058854691332212e-18,0.0,1.9347412849333897e-17,9.990026633292672e-17,0.0,0.0
R75,25482.967479793802,1.1805619414272317e-16,1.6567788e-17,1.7373938020199571e-19,2.6058854691530017e-18,0.0,1.9347412849354996e-17,9.870878129336817e-17,0.0,0.0
R75,25852.34839562225,1.1688173306013938e-16,1.6567788e-17,1.737393802033145e-19,2.605885469172782e-18,0.0,1.9347412849376095e-17,9.753432021076329e-17,0.0,0.0
R75,26227.083564682252,1.157240528952159e-16,1.6567788e-17,1.737393802047115e-19,2.605885469193735e-18,0.0,1.9347412849398445e-17,9.637664004581746e-17,0.0,0.0
R75,26607.25059798845,1.1458291367603926e-16,1.6567788e-17,1.7373938020610847e-19,2.605885469214688e-18,0.0,1.9347412849420795e-17,9.523550082661847e-17,0.0,0.0
R75,26992.928231543297,1.1345807927232928e-16,1.6567788e-17,1.7373938020758806e-19,2.60588546923688e-18,0.0,1.9347412849444467e-17,9.411066642288481e-17,0.0,0.0
R75,27384.19634264398,1.1234931650690162e-16,1.6567788e-17,1.7373938020906766e-19,2.6058854692590726e-18,0.0,1.934741284946814e-17,9.300190365743348e-17,0.0,0.0
R75,27781.13596642573,1.1125639596302326e-16,1.6567788e-17,1.7373938021063486e-19,2.605885469282579e-18,0.0,1.9347412849493213e-17,9.190898311353005e-17,0.0,0.0
R75,28183.82931264492,1.1017909106488845e-16,1.6567788e-17,1.7373938021220208e-19,2.6058854693060854e-18,0.0,1.9347412849518284e-17,9.083167821537016e-17,0.0,0.0
R75,28592.359782705455,1.0911717891941757e-16,1.6567788e-17,1.7373938021386224e-19,2.6058854693309853e-18,0.0,1.9347412849544846e-17,8.976976606987273e-17,0.0,0.0
R75,29006.811986931934,1.0807043936429275e-16,1.6567788e-17,1.737393802155224e-19,2.6058854693558864e-18,0.0,1.934741284957141e-17,8.872302651472134e-17,0.0,0.0
R75,29427.271762093224,1.0703865584560753e-16,1.6567788e-17,1.7373938021728105e-19,2.6058854693822636e-18,0.0,1.9347412849599546e-17,8.769124299600799e-17,0.0,0.0
R75,29853.82618918001,1.0602161443194496e-16,1.6567788e-17,1.7373938021903966e-19,2.6058854694086407e-18,0.0,1.9347412849627677e-17,8.667420158231729e-17,0.0,0.0
R75,30286.56361144006,1.0501910472935396e-16,1.6567788e-17,1.7373938022090235e-19,2.605885469436579e-18,0.0,1.934741284965748e-17,8.567169187969647e-17,0.0,0.0
R75,30725.573652674895,1.0403091885988293e-16,1.6567788e-17,1.7373938022276502e-19,2.6058854694645166e-18,0.0,1.934741284968728e-17,8.468350601019565e-17,0.0,0.0
R75,31170.947235801697,1.0305685241543325e-16,1.6567788e-17,1.7373938022473815e-19,2.6058854694941112e-18,0.0,1.9347412849718846e-17,8.370943956571441e-17,0.0,0.0
R75,31622.77660168424,1.0209670339908601e-16,1.6567788e-17,1.737393802267113e-19,2.6058854695237062e-18,0.0,1.9347412849750416e-17,8.27492905493356e-17,0.0,0.0
R75,32081.155328236815,1.0115027321946373e-16,1.6567788e-17,1.7373938022880124e-19,2.605885469555053e-18,0.0,1.9347412849783853e-17,8.180286036967988e-17,0.0,0.0
R75,32546.17834980505,1.0021736559310613e-16,1.6567788e-17,1.7373938023089126e-19,2.6058854695864006e-18,0.0,1.934741284981729e-17,8.086995274328884e-17,0.0,0.0
R75,33017.94197682767,9.929778758105914e-17,1.6567788e-17,1.7373938023310521e-19,2.6058854696196075e-18,0.0,1.9347412849852712e-17,7.995037473120642e-17,0.0,0.0
R75,33496.543915783244,9.83913484504681e-17,1.6567788e-17,1.7373938023531917e-19,2.605885469652814e-18,0.0,1.934741284988813e-17,7.904393560057997e-17,0.0,0.0
R75,33982.08328942608,9.74978607551988e-17,1.6567788e-17,1.7373938023766418e-19,2.6058854696879865e-18,0.0,1.9347412849925648e-17,7.815044790527315e-17,0.0,0.0
R75,34474.660657315435,9.661713915473376e-17,1.6567788e-17,1.737393802400092e-19,2.605885469723159e-18,0.0,1.9347412849963165e-17,7.726972630477058e-17,0.0,0.0
R75,34974.378036642294,9.574900154072193e-17,1.6567788e-17,1.7373938024249318e-19,2.605885469760416e-18,0.0,1.9347412850002907e-17,7.640158869071902e-17,0.0,0.0
R75,35481.33892335806,9.489326781116695e-17,1.6567788e-17,1.7373938024497722e-19,2.6058854697976736e-18,0.0,1.934741285004265e-17,7.55458549611243e-17,0.0,0.0
R75,35995.64831360948,9.40497610449006e-17,1.6567788e-17,1.7373938024760838e-19,2.605885469837138e-18,0.0,1.9347412850084745e-17,7.470234819481586e-17,0.0,0.0
R75,36517.412725484304,9.321830622895609e-17,1.6567788e-17,1.7373938025023956e-19,2.6058854698766024e-18,0.0,1.934741285012684e-17,7.387089337882925e-17,0.0,0.0
R75,37046.74022107211,9.239873148306166e-17,1.6567788e-17,1.737393802530267e-19,2.605885469918406e-18,0.0,1.9347412850171433e-17,7.305131863289023e-17,0.0,0.0
R75,37583.74042884497,9.159086673798871e-17,1.6567788e-17,1.7373938025581383e-19,2.60588546996021e-18,0.0,1.9347412850216022e-17,7.224345388777268e-17,0.0,0.0
R75,38128.524566362445,9.07945450122682e-17,1.6567788e-17,1.7373938025876609e-19,2.6058854700044903e-18,0.0,1.9347412850263255e-17,7.144713216200495e-17,0.0,0.0
R75,38681.205463305785,9.000960103919628e-17,1.6567788e-17,1.7373938026171832e-19,2.60588547004877e-18,0.0,1.9347412850310485e-17,7.06621881888858e-17,0.0,0.0
R75,39241.89758484594,8.923587259809034e-17,1.6567788e-17,1.7373938026484545e-19,2.6058854700956735e-18,0.0,1.9347412850360516e-17,6.988845974772982e-17,0.0,0.0
R75,39810.71705535032,8.847319908751689e-17,1.6567788e-17,1.737393802679726e-19,2.6058854701425772e-18,0.0,1.9347412850410547e-17,6.912578623710634e-17,0.0,0.0
R75,40387.781682433204,8.772142291352735e-17,1.6567788e-17,1.7373938027128519e-19,2.605885470192262e-18,0.0,1.9347412850463546e-17,6.83740100630638e-17,0.0,0.0
R75,40973.210981354765,8.698038800655089e-17,1.6567788e-17,1.7373938027459774e-19,2.6058854702419467e-18,0.0,1.9347412850516544e-17,6.763297515603434e-17,0.0,0.0
R75,41567.12619977373,8.62499412691726e-17,1.6567788e-17,1.737393802781064e-19,2.605885470294572e-18,0.0,1.9347412850572677e-17,6.690252841859993e-17,0.0,0.0
R75,42169.65034285886,8.552993103400961e-17,1.6567788e-17,1.7373938028161508e-19,2.605885470347198e-18,0.0,1.9347412850628812e-17,6.61825181833808e-17,0.0,0.0
R75,42780.90819876445,8.48202085737288e-17,1.6567788e-17,1.7373938028533176e-19,2.6058854704029444e-18,0.0,1.9347412850688276e-17,6.547279572304052e-17,0.0,0.0
R75,43401.026364475045,8.412062649708453e-17,1.6567788e-17,1.7373938028904852e-19,2.605885470458691e-18,0.0,1.9347412850747736e-17,6.47732136463368e-17,0.0,0.0
R75,44030.13327202482,8.343104032401656e-17,1.6567788e-17,1.7373938029298546e-19,2.6058854705177403e-18,0.0,1.9347412850810725e-17,6.408362747320583e-17,0.0,0.0
R75,44668.359215097,8.275130681688644e-17,1.6567788e-17,1.7373938029692237e-19,2.6058854705767897e-18,0.0,1.9347412850873713e-17,6.340389396601273e-17,0.0,0.0
R75,45315.836376008876,8.208128562363967e-17,1.6567788e-17,1.7373938030109247e-19,2.605885470639336e-18,0.0,1.9347412850940428e-17,6.273387277269923e-17,0.0,0.0
R75,45972.698853087924,8.14208375411309e-17,1.6567788e-17,1.7373938030526256e-19,2.6058854707018827e-18,0.0,1.9347412851007142e-17,6.207342469012375e-17,0.0,0.0
R75,46639.08268844478,8.076982622949103e-17,1.6567788e-17,1.7373938030967992e-19,2.6058854707681377e-18,0.0,1.934741285107782e-17,6.142241337841321e-17,0.0,0.0
R75,47315.12589614878,8.01281164042695e-17,1.6567788e-17,1.7373938031409728e-19,2.6058854708343932e-18,0.0,1.934741285114849e-17,6.078070355312102e-17,0.0,0.0
R75,48000.9684908119,7.949557562531264e-17,1.6567788e-17,1.7373938031877628e-19,2.605885470904572e-18,0.0,1.9347412851223348e-17,6.014816277408929e-17,0.0,0.0
R75,48696.75251658707,7.887207241428526e-17,1.6567788e-17,1.7373938032345526e-19,2.605885470974751e-18,0.0,1.9347412851298204e-17,5.952465956298705e-17,0.0,0.0
R75,49402.62207658675,7.825747812153943e-17,1.6567788e-17,1.7373938032841154e-19,2.6058854710490897e-18,0.0,1.93474128513775e-17,5.891006527016193e-17,0.0,0.0
R75,50118.72336272801,7.765166496539923e-17,1.6567788e-17,1.737393803333678e-19,2.605885471123428e-18,0.0,1.9347412851456796e-17,5.830425211394243e-17,0.0,0.0
R75,50845.20468601018,7.705450798068315e-17,1.6567788e-17,1.7373938033861774e-19,2.6058854712021707e-18,0.0,1.9347412851540788e-17,5.770709512914236e-17,0.0,0.0
R75,51582.21650723137,7.64658829759503e-17,1.6567788e-17,1.7373938034386768e-19,2.605885471280914e-18,0.0,1.934741285162478e-17,5.711847012432552e-17,0.0,0.0
R75,52329.91146815029,7.58856685675306e-17,1.6567788e-17,1.7373938034942861e-19,2.6058854713643213e-18,0.0,1.934741285171375e-17,5.653825571581684e-17,0.0,0.0
R75,53088.444423099674,7.531374405073553e-17,1.6567788e-17,1.7373938035498957e-19,2.6058854714477287e-18,0.0,1.9347412851802714e-17,5.596633119893281e-17,0.0,0.0
R75,53857.97247105804,7.474999152346245e-17,1.6567788e-17,1.7373938036091864e-19,2.6058854715366577e-18,0.0,1.9347412851897575e-17,5.5402578671564875e-17,0.0,0.0
R75,54638.654988186296,7.419429366714243e-17,1.6567788e-17,1.737393803668477e-19,2.605885471625587e-18,0.0,1.9347412851992435e-17,5.484688081515e-17,0.0,0.0
R75,55430.653660835946,7.364653596416687e-17,1.6567788e-17,1.7373938037308724e-19,2.6058854717191724e-18,0.0,1.934741285209226e-17,5.429912311207461e-17,0.0,0.0
R75,56234.13251903581,7.310660438424439e-17,1.6567788e-17,1.737393803793268e-19,2.6058854718127587e-18,0.0,1.9347412852192082e-17,5.3759191532052306e-17,0.0,0.0
R75,57049.25797046412,7.257438770012711e-17,1.6567788e-17,1.7373938038593608e-19,2.60588547191189e-18,0.0,1.9347412852297823e-17,5.3226974847829286e-17,0.0,0.0
R75,57876.198834913,7.204977507459016e-17,1.6567788e-17,1.737393803925454e-19,2.605885472011022e-18,0.0,1.9347412852403567e-17,5.2702362222186595e-17,0.0,0.0
R75,58715.12637925261,7.153265847929785e-17,1.6567788e-17,1.7373938039954627e-19,2.6058854721160268e-18,0.0,1.9347412852515573e-17,5.2185245626782274e-17,0.0,0.0
R75,59566.21435290201,7.102293017753537e-17,1.6567788e-17,1.7373938040654715e-19,2.605885472221031e-18,0.0,1.9347412852627576e-17,5.16755173249078e-17,0.0,0.0
R75,60429.63902381426,7.052048525114921e-17,1.6567788e-17,1.7373938041396284e-19,2.6058854723322583e-18,0.0,1.934741285274622e-17,5.117307239840299e-17,0.0,0.0
R75,61305.57921498307,7.002521897388534e-17,1.6567788e-17,1.7373938042137856e-19,2.605885472443485e-18,0.0,1.9347412852864863e-17,5.067780612102048e-17,0.0,0.0
R75,62194.216341478634,6.953702945166451e-17,1.6567788e-17,1.7373938042923378e-19,2.6058854725613045e-18,0.0,1.9347412852990535e-17,5.018961659867397e-17,0.0,0.0
R75,63095.73444802036,6.905581488109223e-17,1.6567788e-17,1.73739380437089e-19,2.6058854726791232e-18,0.0,1.934741285311621e-17,4.970840202797602e-17,0.0,0.0
R75,64010.32024709414,6.858147630860855e-17,1.6567788e-17,1.737393804454096e-19,2.6058854728039223e-18,0.0,1.9347412853249328e-17,4.9234063455359216e-17,0.0,0.0
R75,64938.163157622206,6.811391476844853e-17,1.6567788e-17,1.7373938045373017e-19,2.6058854729287215e-18,0.0,1.934741285338245e-17,4.8766501915066076e-17,0.0,0.0
R75,65879.45534419348,6.765303416650491e-17,1.6567788e-17,1.7373938046254363e-19,2.605885473060913e-18,0.0,1.9347412853523457e-17,4.830562131298145e-17,0.0,0.0
R75,66834.39175686258,6.719873829171099e-17,1.6567788e-17,1.7373938047135714e-19,2.605885473193105e-18,0.0,1.934741285366446e-17,4.7851325438046534e-17,0.0,0.0
R75,67803.17017152572,6.675093383076773e-17,1.6567788e-17,1.73739380480693e-19,2.6058854733331317e-18,0.0,1.9347412853813826e-17,4.74035209769539e-17,0.0,0.0
R75,68785.99123088192,6.630952724660175e-17,1.6567788e-17,1.7373938049002884e-19,2.6058854734731587e-18,0.0,1.9347412853963186e-17,4.6962114392638564e-17,0.0,0.0
R75,69783.05848598781,6.587442793043951e-17,1.6567788e-17,1.7373938049991794e-19,2.6058854736214827e-18,0.0,1.9347412854121398e-17,4.6527015076318117e-17,0.0,0.0
R75,70794.57843841499,6.544554494065198e-17,1.6567788e-17,1.7373938050980696e-19,2.605885473769807e-18,0.0,1.9347412854279614e-17,4.609813208637237e-17,0.0,0.0
R75,71820.76058301827,6.502279029900986e-17,1.6567788e-17,1.737393805202819e-19,2.6058854739269186e-18,0.0,1.9347412854447198e-17,4.567537744456266e-17,0.0,0.0
R75,72861.81745132401,6.4606075582868e-17,1.6567788e-17,1.7373938053075682e-19,2.60588547408403e-18,0.0,1.9347412854614785e-17,4.5258662728253207e-17,0.0,0.0
R75,73917.96465554723,6.419531537280299e-17,1.6567788e-17,1.7373938054185246e-19,2.6058854742504517e-18,0.0,1.9347412854792303e-17,4.484790251801068e-17,0.0,0.0
R75,74989.42093324687,6.379042369071375e-17,1.6567788e-17,1.7373938055294815e-19,2.6058854744168733e-18,0.0,1.934741285496982e-17,4.444301083574392e-17,0.0,0.0
R75,76076.40819262833,6.339131760643312e-17,1.6567788e-17,1.7373938056470136e-19,2.605885474593158e-18,0.0,1.9347412855157857e-17,4.404390475127526e-17,0.0,0.0
R75,77179.15155850258,6.299791351391821e-17,1.6567788e-17,1.737393805764546e-19,2.605885474769443e-18,0.0,1.9347412855345895e-17,4.365050065857231e-17,0.0,0.0
R75,78297.8794189116,6.261013090484339e-17,1.6567788e-17,1.7373938058890404e-19,2.6058854749561695e-18,0.0,1.934741285554507e-17,4.3262718049298316e-17,0.0,0.0
