candidate,index,condition,role,numerical_usable,terminal_supported,out_v,error_v,gain,bandwidth_hz,current_a,dc_ac_current_pass,sine_assessed,sine_all_assessed_pass,predicted_out_v,realization_id,attempt_sha256
R37,16,supply_097,DEVELOPMENT,True,True,0.4571202709543374,-0.04287972904566262,-6.18095205782385,13652741.717248876,3.8466023429482164e-05,False,False,,0.4578830594668125,cd439459f372ce1bc2f8ebbbee78b0eff98b0a5d3dd4816e3ebbc7d521996ac7,f6003671a9a00f1a852f8fbee6e70cd876d7e458882ce1a40e6cb1f4a3b60dfa
R37,17,nominal,DEVELOPMENT,True,True,0.5051764564695245,0.005176456469524471,-5.934279077593464,13636841.440389711,3.711175051772075e-05,True,False,,0.5065397728286114,bc55ee6e1bca865eda8dfba311b57638c7f190d433ca69fed128771053e2f40f,9030da282b2e70443913b5fbd07d956fb3af9945ac132fd172760a58f32069af
R37,17,supply_097,DEVELOPMENT,True,True,0.47915920119976163,-0.02084079880023837,-5.926336735510128,13638895.539850386,3.681306843616813e-05,True,False,,0.48052551042389036,bc55ee6e1bca865eda8dfba311b57638c7f190d433ca69fed128771053e2f40f,97cf3014d0fda97d17d924cf6bba8ea7e23873856422d3ed8c0329051c163a5f
R37,18,nominal,DEVELOPMENT,True,True,0.4930486048669811,-0.0069513951330189006,-6.0691023982351044,13643554.070987754,3.802138462481997e-05,True,False,,0.4933330048362933,f79545234adf1123c2a2e94b671f30aca5c2e0eb1c0084f4b462e67a26147d45,a0e9d551cb8093042dac5a501852c7ab5dd57fe4e3c1d02d301b52f2b365046c
R37,18,supply_097,DEVELOPMENT,True,True,0.4670477398352848,-0.0329522601647152,-6.060676843892038,13646163.779059213,3.77214729613374e-05,False,False,,0.46731874243157223,f79545234adf1123c2a2e94b671f30aca5c2e0eb1c0084f4b462e67a26147d45,7bc8722310af18cc01333732e1a92b5a6077c9fe7ceb2afbbd84a8f16d63c059
R37,19,nominal,DEVELOPMENT,True,True,0.5253822350437631,0.025382235043763135,-5.712187827548919,13626195.604525305,3.559625292756337e-05,False,False,,0.5270426666438416,6e2b266a5bb2e4eeefb2982a2ba60202d0cc11714a03410d146d5fc6ae020ed3,3588d86a9c6036f20da69a8cfc1ba121fbc991168841e72d4300a6e475fc80d0
R37,19,supply_097,DEVELOPMENT,True,True,0.49933893166612076,-0.0006610683338792445,-5.704932251278311,13627508.906207012,3.529952507073036e-05,True,False,,0.5010284042391205,6e2b266a5bb2e4eeefb2982a2ba60202d0cc11714a03410d146d5fc6ae020ed3,23e004f308b673d2b7a8762ff247d43757fca4e5ebcfce1d846c79fca5ce05ff
R37,20,nominal,DEVELOPMENT,True,True,0.4993869626259788,-0.0006130373740211859,-6.001070467355971,13639988.585846588,3.754599049071633e-05,True,False,,0.4995401859524772,e55671e614d7340eeb6df6f6fc0e4ae8736916eb3e8c4a12c2e35986485f761b,3cd40d8b5faf15277737a45a51f73d9ad62ecf7cba517bb296709e73e1c61549
R37,20,supply_097,DEVELOPMENT,True,True,0.47337742587669696,-0.026622574123303044,-5.992906300223906,13642290.337934747,3.7246729365740244e-05,False,False,,0.47352592354775613,e55671e614d7340eeb6df6f6fc0e4ae8736916eb3e8c4a12c2e35986485f761b,a051d424e359fe2f70f4175ff7ffea3df558f909cb9f2d74258315e879550ac6
R37,21,nominal,DEVELOPMENT,True,True,0.512937890147106,0.012937890147106001,-5.847184317006805,13632561.300598131,3.652963710546902e-05,True,False,,0.5135796737698897,2d679152ecdafc30ec09dec72562dfeb339ce5f070f7c441c68fd6414c330ed1,4e14e8b2386bce67bcd88736d55c8ea49999783808543931e77f0121ef1a4d93
R37,21,supply_097,DEVELOPMENT,True,True,0.48691022111930926,-0.013089778880690739,-5.839530365691241,13634301.427746559,3.6231736279690285e-05,True,False,,0.4875654113651686,2d679152ecdafc30ec09dec72562dfeb339ce5f070f7c441c68fd6414c330ed1,5d0a8b682f444a586ddc0964b606e106fc562ddd62b74e654d34dbff2c6b52ad
R37,22,nominal,DEVELOPMENT,True,True,0.506950913391619,0.006950913391619018,-5.918116734043493,13635895.016356425,3.6978661572757206e-05,True,False,,0.5078210339646017,532b1c19cc4ab442dcd399b87dfbeea928da9af9f4c7763ae16c03c3cf36c07f,a9847ab0f3dfcc9f71732841dc679ed8eab2cc09d2681882805ef2f128d0e3a2
R37,22,supply_097,DEVELOPMENT,True,True,0.48093136016430393,-0.019068639835696066,-5.910238602936285,13637870.507322144,3.668015188785815e-05,True,False,,0.4818067715598806,532b1c19cc4ab442dcd399b87dfbeea928da9af9f4c7763ae16c03c3cf36c07f,f62664636ffb69ddef5793be5b851a7c43c11a7d7177a784fa88e7d4c7d16460
R37,23,nominal,DEVELOPMENT,True,True,0.5292350042114915,0.0292350042114915,-5.661837895676744,13624064.585993404,3.530730457725467e-05,False,False,,0.5307528194594228,cdf20e0c056fdd04a18c7aee2e44f5e69b57a4e52e7962b65b2df122c5264d6d,0bb540c9c1067f016a0c0745417cf29caa97e2378a7058d8c396ba6e17532088
R37,23,supply_097,DEVELOPMENT,True,True,0.5031865171828835,0.0031865171828835415,-5.654712622503816,13625262.421623029,3.5010965625292046e-05,True,False,,0.5047385570547017,cdf20e0c056fdd04a18c7aee2e44f5e69b57a4e52e7962b65b2df122c5264d6d,81ccc8a1ef2424a46aa971c4dfe57faec9f76cad9e95db8fed729812d44614e3
AL37W,0,nominal,DEVELOPMENT,True,True,0.4961890472850026,-0.003810952714997373,-6.0470818939234015,1707337.977109817,3.765328576144143e-05,True,True,True,0.4978248672414746,c41069a22e8105e7918be0ff44a01a215b9c01f6842c90800185c718a362ae78,420e27c0aa1dec5e4fe0c3097748b1676d49dd1d87ca06635e40d636e0beb774
AL37W,0,supply_097,DEVELOPMENT,True,True,0.4363589632689922,-0.0636410367310078,-6.062566640025981,1701530.7838818356,3.574468282380763e-05,False,False,,0.43837217555696284,c41069a22e8105e7918be0ff44a01a215b9c01f6842c90800185c718a362ae78,76fc478599086634d49a74ffac6f3e25ab2353a5c835e632971b643d1c3247d2
AL37W,1,nominal,DEVELOPMENT,True,True,0.5562211865262439,0.05622118652624386,-6.03139703560555,1720643.433741649,3.809703957291383e-05,False,True,False,0.5553248832667709,8a25c274003d0b9839afeab6c4d69c4dbf1262bffe645dbf7cc66ad48fa0fe1e,034d152da7bac40562ba869af1a7dc0ad6aa266306f5b4bfa68ee043ce9320a1
AL37W,1,supply_097,DEVELOPMENT,True,True,0.49445216317227675,-0.0055478368277232515,-6.059601068201084,1711244.638558683,3.616967526783633e-05,True,False,,0.4958721915822591,8a25c274003d0b9839afeab6c4d69c4dbf1262bffe645dbf7cc66ad48fa0fe1e,569b21ede107ef82d7bcca55cdbc5c00dccd5dd71b00de0b73fdc86f28326fd7
AL37W,2,nominal,DEVELOPMENT,True,True,0.5218808543177182,0.021880854317718246,-5.850568088470149,1706308.428509417,3.734074187868268e-05,True,False,,0.523786356359603,c9c9cc2bd69fb962032aa2f8e0970ea60d08129adf25c52792d81e1aa43de6f7,84796ac2370ca0c3b7133d97923a3e98706897f10430c6c0d29229dab8f3141d
AL37W,2,supply_097,DEVELOPMENT,True,True,0.4630116631668878,-0.0369883368331122,-5.868706262845061,1699596.3738175759,3.5442865285234676e-05,False,False,,0.46433366467509124,c9c9cc2bd69fb962032aa2f8e0970ea60d08129adf25c52792d81e1aa43de6f7,e4d6ca8bfa7ab5d070a4df23384bfb0efe958dce3bd3baf14c1b39087495a337
AL37W,3,nominal,DEVELOPMENT,True,True,0.5109475241841113,0.010947524184111268,-5.987209025314498,1708369.32726987,3.755280759544422e-05,True,False,,0.513488381560936,4be67ebae3de5903e950f09a85ca28cf526e7d27cf661bcb60ab93604cac1036,371d245f3e339172834061af630edb6455ea19dc7fc097846e17216337bf73fd
AL37W,3,supply_097,DEVELOPMENT,True,True,0.4509497249055481,-0.04905027509445192,-6.004859844595093,1701910.8487753603,3.564316808645087e-05,False,False,,0.45403568987642423,4be67ebae3de5903e950f09a85ca28cf526e7d27cf661bcb60ab93604cac1036,6d613e021991b0a106551042d948c9e5396f9592f978680182eaf1d4693a6169
AL37W,4,nominal,DEVELOPMENT,True,True,0.4947415094768869,-0.005258490523113113,-5.969184136563069,1704683.8781689303,3.744157973402505e-05,True,False,,0.49578391957484647,3b20e611a89392cf512fcf3b2863c305a505f343963e13cab4f73ef5de7a770b,1ffddf70d5714ab15a3fb607f7931f53e724cee042dc0036c9ee1cfa58c2274e
AL37W,4,supply_097,DEVELOPMENT,True,True,0.43572954577520956,-0.06427045422479044,-5.983796067578202,1699064.2220205544,3.554127282323124e-05,False,False,,0.4363312278903347,3b20e611a89392cf512fcf3b2863c305a505f343963e13cab4f73ef5de7a770b,a423386d3347c89c4217ce7cc7ec0e3a8d9c0d2793c23f852bd213e39f33b254
AL37W,5,nominal,DEVELOPMENT,True,True,0.4481171532651626,-0.051882846734837396,-6.096108005302625,1701366.5176797903,3.696665208046655e-05,False,False,,0.448182773832826,e6aeac613595c5240492d3a7f427c565889a53a99c3655ace96d109d59ce1825,8dc7a1ce06f4f481450e3f419acad0355f83c7a3078eaa48af4af7ccfa39eb7c
AL37W,5,supply_097,DEVELOPMENT,True,True,0.38918945265805505,-0.11081054734194495,-6.103494097558637,1697733.683218854,3.506775930695891e-05,False,False,,0.3887300821483142,e6aeac613595c5240492d3a7f427c565889a53a99c3655ace96d109d59ce1825,4dec736ba53543aeabafaae7506c500d0bd05300e42084b1a9ee6926eeb2b2cc
AL37W,6,nominal,DEVELOPMENT,True,True,0.5128582348811644,0.012858234881164443,-5.894512486291784,1705754.7297470057,3.7439843715949e-05,True,False,,0.5142830522117281,31c1a7c3c2d962fbe4f130d15dc8486f6aa4b2b3688808edce1d55e5d408b7f7,eac44a1fd3548ec5d4b217d24e007bbf0465e551e0bb06d1480455756a1abba8
AL37W,6,supply_097,DEVELOPMENT,True,True,0.4543617225887065,-0.045638277411293504,-5.911340705897557,1699467.9947611815,3.554408835486876e-05,False,False,,0.4548303605272163,31c1a7c3c2d962fbe4f130d15dc8486f6aa4b2b3688808edce1d55e5d408b7f7,5903524e36815d9ce9fc0967d0f33b2520e02bb933c91f75c842cce792a387fb
AL37W,7,nominal,DEVELOPMENT,True,True,0.5771930722390093,0.07719307223900929,-5.93400554102564,1724142.0898975187,3.8212353139268065e-05,False,False,,0.5768240412815248,627164f1d9b812227181edd88b82678cf6821df435c7506027012637f7a50443,8ac4683fc38468a3300de105ef7bc9aaa102cdfe2660e953404a1c966bf8ce28
AL37W,7,supply_097,DEVELOPMENT,True,True,0.5157461057852079,0.015746105785207853,-5.966630810873788,1713315.5802179503,3.628824540762195e-05,True,False,,0.5173713495970129,627164f1d9b812227181edd88b82678cf6821df435c7506027012637f7a50443,2827e7d2bcff46737ea9012a9218ead34313f2c0f6f31e92713138a4284d365d
AL37W,8,nominal,DEVELOPMENT,True,True,0.42141374662172965,-0.07858625337827035,-6.108018811773159,1698825.4043382145,3.70324175233823e-05,False,False,,0.42452963086501727,38f198c36319fe904ba1754e1f6658f577914a288b297b61078fa74c13cc2e9e,0b8258e63965f1b9c2e718adc728755227bf11f65c30a5bbfde1a8363d64899a
AL37W,8,supply_097,DEVELOPMENT,True,True,0.36348877424984327,-0.13651122575015673,-6.1098984192852,1696606.087757894,3.5142734219206114e-05,False,False,,0.3650769391805055,38f198c36319fe904ba1754e1f6658f577914a288b297b61078fa74c13cc2e9e,659e4e4b64824fa40786b8002092f361600b7884eb43da2f18f1b8fb585945e1
AL37W,9,nominal,DEVELOPMENT,True,True,0.6231830395492068,0.12318303954920684,-5.913320586382198,1744348.2223969384,3.875618430445674e-05,False,False,,0.6199208153801493,64f38fdf4964ccf6667c3cbf64de07edc8a449afc1f4d2676a24f295e6a440df,67bcb25347d669abd67418252c1dd32dd2ac374846351649a767853aa83f8642
AL37W,9,supply_097,DEVELOPMENT,True,True,0.5602174706638462,0.060217470663846195,-5.966959446648091,1727438.3087693034,3.6816958232288474e-05,False,False,,0.5604681236956375,64f38fdf4964ccf6667c3cbf64de07edc8a449afc1f4d2676a24f295e6a440df,6f5eb4d8d1f47b2173fe72a5fc3583ac4f61a08379dae2c75b46a00f81189c6e
AL37W,10,nominal,DEVELOPMENT,True,True,0.5628341521586562,0.06283415215865618,-5.956030506757341,1720185.7369903405,3.805695960066465e-05,False,False,,0.5621107802657107,90fd743a761ef56fba9dacc1234cd602e6c1d69ade01e63dd4d140ab47a22660,127ec0e4dce471ef988a78ec80809c991f28dc9a032478658fb3b7d9ca8ae155
AL37W,10,supply_097,DEVELOPMENT,True,True,0.5015140719153758,0.001514071915375781,-5.984825325331263,1710511.61116494,3.6134618298173663e-05,True,False,,0.5026580885811989,90fd743a761ef56fba9dacc1234cd602e6c1d69ade01e63dd4d140ab47a22660,1041997e75c2f4d4144c5bf4938b9519c59ed5c98de9af6c6e4d9d97a0e9a194
AL37W,11,nominal,DEVELOPMENT,True,True,0.5151048959061475,0.015104895906147497,-6.083150737971484,1712237.3938042866,3.787018621341021e-05,True,False,,0.51588197731365,2a7295057e140ab733ccff1622f35908f47ffe1c86121655fb023f141e6d2b57,f5c6b5caa77afd0274276d7710f007b408c4b3e824aba9538cbcb7c21258493f
AL37W,11,supply_097,DEVELOPMENT,True,True,0.4542533537244348,-0.045746646275565184,-6.1025543476845,1705379.3052860461,3.595164480840155e-05,False,False,,0.45642928562913826,2a7295057e140ab733ccff1622f35908f47ffe1c86121655fb023f141e6d2b57,a9d9eb7ec58c984d9c32efcb8c9eefd7252e006dd31f90a4bd8b84e92ce8d961
AL37W,12,nominal,DEVELOPMENT,True,True,0.480007967116417,-0.019992032883582977,-5.903886942592879,1700270.5711444437,3.706538224624369e-05,True,False,,0.48084241522507076,d4bfb3a95c2a2b750d7483561bc83fbee2776ae5f22b215849e40d575f59b540,ab2324fcec19e388cd85efcbdbd049de2f394c2a1250bd14076f1b9067c95f78
AL37W,12,supply_097,DEVELOPMENT,True,True,0.42221154475548833,-0.07778845524451167,-5.915726280487768,1695378.0279824056,3.517745394771914e-05,False,False,,0.421389723540559,d4bfb3a95c2a2b750d7483561bc83fbee2776ae5f22b215849e40d575f59b540,534d656c836c896d867cfba0b14aab6f89de4d213fcd324d2c29d30001fbf832
AL37W,13,nominal,DEVELOPMENT,True,True,0.5795056943333523,0.0795056943333523,-5.976666741300856,1726472.0373394229,3.8316548080983664e-05,False,False,,0.5781827305316461,fe8dc0c6ca8a6dd9e3e29bb770607f97cc2501a0e7f14a075cf055f538a11201,54c98d98d65df85afb0675678ebb05fc5794cab0af8967fc80c6c2f238f98327
AL37W,13,supply_097,DEVELOPMENT,True,True,0.5174608616220611,0.017460861622061064,-6.011042823055693,1715200.9404371527,3.638649761661392e-05,True,False,,0.5187300388471343,fe8dc0c6ca8a6dd9e3e29bb770607f97cc2501a0e7f14a075cf055f538a11201,977e9015c36b7424144e2ac5d639463c43ef9d377d429490f219b0d5e4dcb2e3
AL37W,14,nominal,DEVELOPMENT,True,True,0.43134040795214096,-0.06865959204785904,-6.157182085299685,1701561.0496899742,3.743544169357578e-05,False,False,,0.4358294735582434,d0e7809891664a9889b6878d691f0e01b9255c1bf0a58ad76192f1ab4f38d4cf,cce42ce8c56fa2138ba10c8b46a2d97590b34cffd90808814ab9cec834d92c23
AL37W,14,supply_097,DEVELOPMENT,True,True,0.3729722847846724,-0.12702771521532757,-6.161002070077303,1698866.2739077564,3.553932311761871e-05,False,False,,0.37637678187373164,d0e7809891664a9889b6878d691f0e01b9255c1bf0a58ad76192f1ab4f38d4cf,0444992e805d7c7a5cd00b1e2c5e3299310348634be7874a59fcdd04e6040126
AL37W,15,nominal,DEVELOPMENT,True,True,0.562141902762849,0.06214190276284903,-5.9228252052878645,1718725.0533598792,3.7936739720418095e-05,False,False,,0.5622019720930901,a2b1d69354c6cb954ba6e50ddaa9d5a5c125e892121c2043b4380cdfd1c07973,87df6e8bcc04ae7ba50805716df0c9288e780d368605d4a40fc7ece9e1584b4b
AL37W,15,supply_097,DEVELOPMENT,True,True,0.501294836523891,0.001294836523890952,-5.95073268610522,1709263.5104341921,3.6019031462644564e-05,True,False,,0.5027492804085782,a2b1d69354c6cb954ba6e50ddaa9d5a5c125e892121c2043b4380cdfd1c07973,8937536857e0be94646d6884ecf34dd9026ba5106955938c0288afa3da78c49a
AL37W,16,nominal,DEVELOPMENT,True,True,0.3333176031004921,-0.16668239689950792,-6.153500631917591,1696474.0370714627,3.646613239170388e-05,False,False,,0.3308057357164884,77f328a7a9ef7f51cfa735f859348bd0c4daa06824001ad50a86c74b12cdbf25,ab78b6cfeca5dad868fb49d21a57b6f39069a2b391841dbf69f0a1517d84f52a
AL37W,16,supply_097,DEVELOPMENT,True,True,0.27824769223835566,-0.22175230776164434,-6.11569118909524,1704052.5631836697,3.4600231856542836e-05,False,False,,0.27135304403197663,77f328a7a9ef7f51cfa735f859348bd0c4daa06824001ad50a86c74b12cdbf25,9bddafabddf9b031c5f410e2eeffb3315426e1f8ea31e3f3e4af1e8c8a1698e5
AL37W,17,nominal,DEVELOPMENT,True,True,0.3953504184857897,-0.10464958151421028,-6.01426815852686,1693922.9262322113,3.654797635803926e-05,False,False,,0.3962843476699243,44a679d4adc699e49a693ddfd22ca7ff5b24e8d8ca232e90180d167bc8afeb4a,888654c57d4f1cd1e1c0327dd99cf3ce59554353213ad6a9778ad8af20c45df1
AL37W,17,supply_097,DEVELOPMENT,True,True,0.33967264764925303,-0.16032735235074697,-6.010413266631882,1693159.882717782,3.4679092724211716e-05,False,False,,0.33683165598541254,44a679d4adc699e49a693ddfd22ca7ff5b24e8d8ca232e90180d167bc8afeb4a,65e85f837db5075c0e8b954dfd061e290a3453508dcd0bcc5a4f32f797f4ef4d
AL37W,18,nominal,DEVELOPMENT,True,True,0.4570243442792272,-0.042975655720772776,-6.001554763591984,1699738.5421204192,3.7101596733093056e-05,False,False,,0.45754083438923093,2349871796adab519bfc289533a1d5358c403af08811b791e78d4dc83a173d74,9276f6aa4297556a821ee7b9d8022ad00864d919076632cd8cac8af102d5e03d
AL37W,18,supply_097,DEVELOPMENT,True,True,0.3989997566483395,-0.10100024335166052,-6.010253232153297,1695738.0621021574,3.521122494988226e-05,False,False,,0.39808814270471915,2349871796adab519bfc289533a1d5358c403af08811b791e78d4dc83a173d74,97ac2ec9619873c22d0144496c127fd2bd2a296c2301e343cc881f886aa1a223
AL37W,19,nominal,DEVELOPMENT,True,True,0.4729045867451155,-0.027095413254884515,-5.987971889906771,1701451.6906973154,3.702527507033208e-05,False,False,,0.4730321474577368,f5052cb02b4ebef9e39090371488ae1a445235f7723a2032dcc21aaab318dcf1,2d49260917592389a7aa84cf09f689fcc3162380e423e853e858bf513b7f14d4
AL37W,19,supply_097,DEVELOPMENT,True,True,0.41454194267094174,-0.08545805732905826,-5.999186926563172,1696773.8148155587,3.513206510557363e-05,False,False,,0.413579455773225,f5052cb02b4ebef9e39090371488ae1a445235f7723a2032dcc21aaab318dcf1,fca1f06d1f5fcb5a8100edca00c6044af87bdfa2d6c8e9e4d72ac900df35b87f
AL37W,20,nominal,DEVELOPMENT,True,True,0.4730386001172984,-0.026961399882701576,-6.042989522990905,1703184.8458455543,3.738105060017826e-05,False,False,,0.47335986258502605,af619112db6c1bfa2866bef1fd54219ffd6ed90c6c21c1ca769208e4343f4b23,a35b1c2a6c7dcffe21619ec32fc5dd85b172c34d484ccd6154308e27112ba953
AL37W,20,supply_097,DEVELOPMENT,True,True,0.4143336886438366,-0.08566631135616343,-6.054451663002343,1698473.511525981,3.548368784727824e-05,False,False,,0.41390717090051427,af619112db6c1bfa2866bef1fd54219ffd6ed90c6c21c1ca769208e4343f4b23,4278492cc7df57d57c4bcbebe5c0867f74757d9d88df1c357c6b9e950d64d2a0
AL37W,21,nominal,DEVELOPMENT,True,True,0.5793973954011821,0.07939739540118207,-5.867085886077746,1722495.2271884193,3.799576932945873e-05,False,False,,0.5816035284438282,8923c6f5c8fb412bef8cda169d2a8c5e34ed09e447470e1a4ed12cae5e2aedae,9c55e42a90d511c4f07fa734430879c4be2fb7163880d69331103002f71cce46
AL37W,21,supply_097,DEVELOPMENT,True,True,0.5186115556313458,0.018611555631345755,-5.898950450749325,1711782.4369891891,3.6078247883312186e-05,True,False,,0.5221508367593164,8923c6f5c8fb412bef8cda169d2a8c5e34ed09e447470e1a4ed12cae5e2aedae,0d9f8fef01edb6e922f01984ef1a7b776952520c76dbea67c8af5c5e91bc0d7e
AL37W,22,nominal,DEVELOPMENT,True,True,0.535956368963354,0.03595636896335397,-6.000988562340387,1714261.9623359207,3.7983891687202976e-05,False,False,,0.5377617898512677,758babbf3b65778181d595978241de7c74e5107045bc229e3249ff0b6b5f0afc,accb6cf03fc5e05def76c2753fa1d27830ce2aedbd3b43e302a9093427e86c27
AL37W,22,supply_097,DEVELOPMENT,True,True,0.475500914029574,-0.024499085970425993,-6.023556647841404,1706442.502396343,3.6068547772604586e-05,True,False,,0.4783090981667559,758babbf3b65778181d595978241de7c74e5107045bc229e3249ff0b6b5f0afc,2164940bbf7fb877ebeca74abd588a46f2dc3c415ccd06b67bd269034f905bc8
AL37W,23,nominal,DEVELOPMENT,True,True,0.5994028237008299,0.09940282370082987,-5.802253474611488,1727997.671981983,3.807484054658156e-05,False,False,,0.6017213180498114,5749a4040c6a7612756f73f708614fd07c91a4934ae6d6e9b5d9f45ff16237f8,17cbcba24e309ec8925fe8ba6ba8aa7ed32bd88666275868d032fd2cc787f7aa
AL37W,23,supply_097,DEVELOPMENT,True,True,0.5384086931320624,0.03840869313206241,-5.840099501657118,1715368.5948316792,3.6155992527744246e-05,False,False,,0.5422686263652996,5749a4040c6a7612756f73f708614fd07c91a4934ae6d6e9b5d9f45ff16237f8,77d70d4707f454a8d7395311f3980a8a3362969f3abdb771a54c4324e5e1b3dd
AR37,0,nominal,DEVELOPMENT,True,True,0.5118381961782594,0.01183819617825943,-6.0244507810617325,1753246.3054925276,3.7792017626958805e-05,True,True,True,0.5130096702545498,1aef5b1583d9b15c318176d5e24639279863a0ba52e0713749c4a3f3f010079b,d47f122d95682a271ec0e151bb6afbee733fe1b92b9a74c3f62dd68affed0aed
AR37,0,supply_097,DEVELOPMENT,True,True,0.45025706502861074,-0.04974293497138926,-6.0529822721417315,1743533.7010861742,3.5895052616525714e-05,False,False,,0.45229310930276184,1aef5b1583d9b15c318176d5e24639279863a0ba52e0713749c4a3f3f010079b,1f54609e209b2789ecd42a97e070a30d1ec2193c42725628954624a12515e3c1
AR37,1,nominal,DEVELOPMENT,True,True,0.5583872603564455,0.05838726035644548,-5.997350284903531,1768390.6178587154,3.8132747622261496e-05,False,True,False,0.5575119585165943,8416fb6f098f72e361bbc3a85ea87a33509075214be4cb4d5d9a3c75aeb8d8f2,440b326664d066a66c0dc7c1bf7517929039b76e173cb2168aec9271571e2209
AR37,1,supply_097,DEVELOPMENT,True,True,0.49547143689933115,-0.004528563100668848,-6.0385454313083,1754898.5416380637,3.62229994258807e-05,True,False,,0.49679539756480634,8416fb6f098f72e361bbc3a85ea87a33509075214be4cb4d5d9a3c75aeb8d8f2,defc20f40b03f1098a6bad93bcb521cacf1dce3a732726411fe1ad11832645aa
AR37,2,nominal,DEVELOPMENT,True,True,0.5180859294198166,0.01808592941981657,-5.881702700488293,1748378.393663399,3.73300396827992e-05,True,False,,0.519481865698121,c41d97061f5bc1f3859e65e0b565c7d1905b07e35a6c08a3ab96691b23690f10,56f58a271ef158f433d1810a4089673616a2bb174466d769590f7b4f62776a58
AR37,2,supply_097,DEVELOPMENT,True,True,0.45784915926587777,-0.04215084073412223,-5.909319470610235,1738756.727705339,3.5447404183935264e-05,False,False,,0.4587653047463331,c41d97061f5bc1f3859e65e0b565c7d1905b07e35a6c08a3ab96691b23690f10,e8f7f0f692432c3e94f88ed7c0c943aa1acb849c0be71e28f6ce946f36b9b7cb
AR37,3,nominal,DEVELOPMENT,True,True,0.5079489581973291,0.007948958197329103,-5.988156965973744,1750540.6138643867,3.753033410624792e-05,True,False,,0.5100159021967045,e7b1b8928de8abdcfd112827991769859ce4808fe6819af7b6dd81d591612a95,30d0d35b92252313f40196ca089a5ecf43f0cf0fbc204601c2d14397de792747
AR37,3,supply_097,DEVELOPMENT,True,True,0.44659527208247474,-0.05340472791752526,-6.015372868203021,1741157.9694664236,3.5636086084465235e-05,False,False,,0.4492993412449165,e7b1b8928de8abdcfd112827991769859ce4808fe6819af7b6dd81d591612a95,2f211c8499beae3d60b96ed2c444a5208e976c834a15432049bc9718b7db9a35
AR37,4,nominal,DEVELOPMENT,True,True,0.5074931434002635,0.0074931434002635244,-5.968447396620239,1749364.877990321,3.7562949531353546e-05,True,False,,0.5083929337458681,da08fa95de67f3954e16860fd7c61bc4476dbdf4b711d37e1d4c223142d21781,91304558e2d6664d2bc6ff1cf442b1f4b8d686eba6ba72566999bf289ca002ce
AR37,4,supply_097,DEVELOPMENT,True,True,0.4466341896211635,-0.053365810378836476,-5.995115888403671,1740125.7751870644,3.5673276537670566e-05,False,False,,0.4476763727940802,da08fa95de67f3954e16860fd7c61bc4476dbdf4b711d37e1d4c223142d21781,5a2619e2b29f8211840372bdc08b7f52346422a79e1bb7f433607f8b0693ce46
AR37,5,nominal,DEVELOPMENT,True,True,0.3847475663147176,-0.11525243368528237,-6.114218454455026,1731759.092792183,3.63412194333943e-05,False,False,,0.3832243761252051,3f4b5208d2443064441124e35516a24d683ce6457b704d217d94ea65c7734bec,53961b64fda581e90ff3d267e58c7655f91ad8855ec4af083cb967983fa062b6
AR37,5,supply_097,DEVELOPMENT,True,True,0.32640716149614246,-0.17359283850385754,-6.111851973450795,1730401.3794696766,3.447588934841366e-05,False,False,,0.32250781517341714,3f4b5208d2443064441124e35516a24d683ce6457b704d217d94ea65c7734bec,029f3786e2274e150e5b2e24e815d05c14e57ce46d48f07d6e8583bed9c8ad88
AR37,6,nominal,DEVELOPMENT,True,True,0.5271331138404318,0.02713311384043182,-5.903412830943591,1752139.144798868,3.7588457520531396e-05,False,False,,0.5282280320004237,9fe062310dfab54f5148179ed9fe7a15b41dd94ff8616ddeae876b15cad7a34c,1f45de1c6abcc7a20f89464556935c39de6e0a0b42d7c1817d4f1e78f597891b
AR37,6,supply_097,DEVELOPMENT,True,True,0.46675456385159575,-0.03324543614840425,-5.933207649164002,1741908.5740662822,3.5703184507214784e-05,False,False,,0.4675114710486357,9fe062310dfab54f5148179ed9fe7a15b41dd94ff8616ddeae876b15cad7a34c,059eaade8050f5f51e2b0e54cd455193685bca266c7998a11b23074295d326b1
AR37,7,nominal,DEVELOPMENT,True,True,0.6058135915807095,0.10581359158070947,-5.8717104789356585,1786626.2831318164,3.85151158062484e-05,False,False,,0.6047931490185703,0fd245ae2a3be8476cd4ea4e84ecb18f950d60438fc167092ecad80d7752d1d9,67643b79b4c62910ffe581ac26a0d99b1c00024b5531b6290409818371a77b41
AR37,7,supply_097,DEVELOPMENT,True,True,0.5427186080190576,0.04271860801905758,-5.930261059199055,1767618.9686719181,3.660368067139742e-05,False,False,,0.5440765880667824,0fd245ae2a3be8476cd4ea4e84ecb18f950d60438fc167092ecad80d7752d1d9,f9e3b87ab465b78f67d42048acf2cd5a4a585cd1949bb4e6ebd6e8776fa84be3
AR37,8,nominal,DEVELOPMENT,True,True,0.40614443293819513,-0.09385556706180487,-6.111100503957916,1734370.577727611,3.6842209663724056e-05,False,False,,0.4079995237743632,44325a791ed5375047e20406903c026e36ff908e976f86fec1404ddde957cf2d,26d277b18eff71b4c9290851f9daa2f5a9f07c443b8113a21819c7005ea4b50e
